custom_id,parse_success,parse_errors,validation_errors,text,parsed_target,record_id,unit_id,treatment_name,variant,model,experiment_code,role,visibility,schema_type,action_context,deliberation_dimension,data_source,check,act,decision_time_bucket,return_pct,send_if_act_without_check,send_if_act_after_check,send_if_no_act_without_check,send_if_no_act_after_check,send_if_act_fast,send_if_no_act_fast,send_if_act_slow,send_if_no_act_slow,send_if_act,send_if_no_act,process_label,process_binary,act_binary,pattern_label,action_premium,action_premium_without_check,action_premium_after_check,action_premium_fast,action_premium_slow,process_premium_if_act,process_premium_if_no_act
two_stage_trust_punishment_y2hgu__e5_a_2425,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__2425,E5__A__2425,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2438,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 40
}","{'check': 'YES', 'act': 'YES', 'return_pct': 40}",E5__A__2438,E5__A__2438,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,40.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2455,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__2455,E5__A__2455,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2473,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__2473,E5__A__2473,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2498,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__2498,E5__A__2498,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_255,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__255,E5__A__255,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2611,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__2611,E5__A__2611,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_29,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__29,E5__A__29,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_338,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__338,E5__A__338,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_360,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__360,E5__A__360,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_390,True,[],[],"{""check"": ""YES"", ""act"": ""YES"", ""return_pct"": 50}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__390,E5__A__390,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_423,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__423,E5__A__423,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_541,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__541,E5__A__541,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_547,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__547,E5__A__547,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_572,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__572,E5__A__572,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_740,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__740,E5__A__740,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_784,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__784,E5__A__784,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_787,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__787,E5__A__787,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_792,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__792,E5__A__792,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_908,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__908,E5__A__908,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_959,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__959,E5__A__959,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_980,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__980,E5__A__980,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_987,True,[],[],"{""check"":""YES"",""act"":""YES"",""return_pct"":50}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__987,E5__A__987,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_992,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__992,E5__A__992,E5_ROLE_A_HIDDEN,baseline,gpt-5.1,E5,A,hidden,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_1038,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__1038,E5__A__1038,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_1186,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__1186,E5__A__1186,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_1217,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__1217,E5__A__1217,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_1244,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__1244,E5__A__1244,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_1249,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__1249,E5__A__1249,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_1263,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__1263,E5__A__1263,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_1325,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__1325,E5__A__1325,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_1414,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__1414,E5__A__1414,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_1507,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__1507,E5__A__1507,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_1560,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__1560,E5__A__1560,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_158,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__158,E5__A__158,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_1666,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__1666,E5__A__1666,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_1709,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__1709,E5__A__1709,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_1716,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__1716,E5__A__1716,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_1864,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__1864,E5__A__1864,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_1873,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__1873,E5__A__1873,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_1875,True,[],[],"{""check"":""YES"",""act"":""YES"",""return_pct"":50}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__1875,E5__A__1875,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2026,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__2026,E5__A__2026,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2048,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__2048,E5__A__2048,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2169,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__2169,E5__A__2169,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2181,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__2181,E5__A__2181,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2217,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__2217,E5__A__2217,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2300,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__2300,E5__A__2300,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2347,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__2347,E5__A__2347,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2385,True,[],[],"{""check"":""YES"",""act"":""YES"",""return_pct"":50}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__2385,E5__A__2385,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2391,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__2391,E5__A__2391,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2414,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__2414,E5__A__2414,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2424,True,[],[],"{""check"":""YES"",""act"":""YES"",""return_pct"":60}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__2424,E5__A__2424,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2436,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__2436,E5__A__2436,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2448,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__2448,E5__A__2448,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2477,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__2477,E5__A__2477,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2518,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__2518,E5__A__2518,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2592,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__2592,E5__A__2592,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_2602,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__2602,E5__A__2602,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_305,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__305,E5__A__305,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_323,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__323,E5__A__323,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_347,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 60
}","{'check': 'YES', 'act': 'YES', 'return_pct': 60}",E5__A__347,E5__A__347,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,60.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_379,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__379,E5__A__379,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
two_stage_trust_punishment_y2hgu__e5_a_501,True,[],[],"{
  ""check"": ""YES"",
  ""act"": ""YES"",
  ""return_pct"": 50
}","{'check': 'YES', 'act': 'YES', 'return_pct': 50}",E5__A__501,E5__A__501,E5_ROLE_A_OBSERVABLE,baseline,gpt-5.1,E5,A,observable,role_a_check,punish,impact,generated,YES,YES,,50.0,,,,,,,,,,,YES,1.0,1.0,checked_act,,,,,,,
