custom_id,record_id,unit_id,treatment_name,TreatmentCode,Treatment,PersonalizedTreatment,scenario,case,scenario_order,cell_name,data_source,UGProposer_delegated,UGResponder_delegated,TGSender_delegated,TGReceiver_delegated,PD_delegated,SH_delegated,C_delegated,UGProposer_decision,UGProposer_decision_nonnull,UGProposer_decision_state,UGResponder_decision,UGResponder_decision_nonnull,UGResponder_decision_state,TGSender_decision,TGSender_decision_nonnull,TGSender_decision_state,TGReceiver_decision,TGReceiver_decision_nonnull,TGReceiver_decision_state,PD_decision,PD_decision_nonnull,PD_decision_state,SH_decision,SH_decision_nonnull,SH_decision_state,C_decision,C_decision_nonnull,C_decision_state
multi_game_llm_fvk2c__1850,1850,1850,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__1850,1850,1850,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__205,205,205,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__205,205,205,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__205,205,205,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Earth,1,Earth
multi_game_llm_fvk2c__2066,2066,2066,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2066,2066,2066,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2066,2066,2066,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,3,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__2259,2259,2259,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2259,2259,2259,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2259,2259,2259,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,1,4,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__2346,2346,2346,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2346,2346,2346,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2346,2346,2346,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,2.0,1,2,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__2348,2348,2348,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2348,2348,2348,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2348,2348,2348,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Earth,1,Earth
multi_game_llm_fvk2c__2352,2352,2352,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2352,2352,2352,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2352,2352,2352,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,3,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__2371,2371,2371,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2371,2371,2371,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2371,2371,2371,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Earth,1,Earth
multi_game_llm_fvk2c__2486,2486,2486,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0,NULL,,0,NULL,YES,1,YES,3.0,1,3,,0,NULL,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2486,2486,2486,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2486,2486,2486,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1,3,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__2508,2508,2508,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2508,2508,2508,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2508,2508,2508,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1,3,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__2520,2520,2520,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2520,2520,2520,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2520,2520,2520,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__2741,2741,2741,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2741,2741,2741,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2741,2741,2741,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,2.0,1,2,YES,1,YES,2.0,1,2,B,1,B,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2768,2768,2768,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2768,2768,2768,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2768,2768,2768,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__2821,2821,2821,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2821,2821,2821,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2821,2821,2821,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1,4,2.0,1,2,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__2827,2827,2827,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2827,2827,2827,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2827,2827,2827,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,3,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__284,284,284,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__284,284,284,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__284,284,284,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__285,285,285,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__285,285,285,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__285,285,285,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__2916,2916,2916,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2916,2916,2916,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2916,2916,2916,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__2942,2942,2942,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2942,2942,2942,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2942,2942,2942,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2946,2946,2946,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__2946,2946,2946,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__2946,2946,2946,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,3,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__31,31,31,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__31,31,31,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__31,31,31,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__329,329,329,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__329,329,329,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__329,329,329,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__412,412,412,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__412,412,412,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__412,412,412,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1,3,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__45,45,45,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__45,45,45,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__45,45,45,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,NO,1,NO,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__612,612,612,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__612,612,612,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__612,612,612,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__62,62,62,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__62,62,62,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__62,62,62,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Mars,1,Mars
multi_game_llm_fvk2c__627,627,627,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,Earth,1,Earth
multi_game_llm_fvk2c__627,627,627,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__627,627,627,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__758,758,758,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL,,0,NULL
multi_game_llm_fvk2c__758,758,758,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1,5,3.0,1,3,YES,1,YES,3.0,1,3,A,1,A,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__758,758,758,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstAI,3,TDP__NoAISupport__AgainstAI,generated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1,4,4.0,1,4,YES,1,YES,2.0,1,2,B,1,B,Y,1,Y,Earth,1,Earth
multi_game_llm_fvk2c__767,767,767,TDP,TDP,TransparentDelegation,1,AISupport,AgainstHuman,1,TDP__AISupport__AgainstHuman,generated,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,0,NULL,,0,NULL,YES,1,YES,,0,NULL,,0,NULL,X,1,X,Earth,1,Earth
multi_game_llm_fvk2c__767,767,767,TDP,TDP,TransparentDelegation,1,NoAISupport,AgainstHuman,2,TDP__NoAISupport__AgainstHuman,generated,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1,4,3.0,1,3,YES,1,YES,3.0,1,3,B,1,B,X,1,X,Earth,1,Earth
