text,umap_x,umap_y,cluster_id,cluster_title,cluster_intro,cluster_size
"They visibly observe others’ outcomes (since they adjust contributions in ways that align with the payoff structure), but they never respond through chat and never use the reward mechanism to react to others’ behavior, whether cooperative or exploitative. They tolerate extreme cases where others sacrifice large amounts of payoff to reward or “help” the group, but they do not emulate that costly pro‑social behavior. Likewise, they see some players earn very high or very low payoffs due to reward activity; this does not prompt them to start rewarding or to change their own contributions in a pro‑social direction. Their adjustments are instead aligned with their own earning opportunities: they increase contributions when group cooperation is very high and stable (so free‑riding becomes more conspicuous) and decrease contributions when they can safely profit from others’ generosity. When specific individuals are publicly criticized for low contributions, or called “out,” they do not join in or react. They neither support the crowd norm nor visibly side with the targeted player. Their behavioral responses to such social dynamics are minimal: they continue optimizing for their own payoff without engaging in enforcement or solidarity. In sum, they are observant but behaviorally detached: others’ payoffs and costly signals do not induce them to invest in maintaining norms or rewarding; they only adapt in ways that preserve or increase their own earnings.",-1.4607797,-0.16428852,0,Reward / Contributions / High,"This cluster groups personas with related strategy patterns around reward, contributions, high, payoffs, rewards.",142
"They monitor outcomes and chat, and they are clearly aware of others’ contribution levels, rewards, and payoffs, but their reactions are expressed almost entirely through quiet adjustments in contribution rather than direct commentary. They do not praise big reward spenders, attack free riders, or call out specific behaviors, even when others are doing so. When some players burn large sums on rewards or behave in erratic ways, they remain silent and keep their own reward usage minimal, suggesting they interpret such behavior as noise or as someone else’s project rather than a cue they must follow. Their contributions respond to observable group patterns: when they see that many players are consistently contributing high amounts and that the environment is relatively coordinated, they increase or maintain high contributions, indicating trust and conditional cooperation. When they see mix-level or low contributions or unstable norms, they lower their own contributions, signaling that they are not willing to unilaterally sustain high cooperation. They appear somewhat sensitive to reputational pressure but not controlled by it. When another player publicly suggests that “owl should also be more generous,” they do not answer in chat, but their subsequent behavior includes both high and lower contributions, rather than a straightforward effort to repair reputation. This suggests they weigh payoffs and group expectations but prioritize their own strategic assessment over social approval. They do not visibly change reward behavior in response to others’ heavy reward spending or complaining about under-reward. Nor do they exploit those who are obviously throwing away payoff via massive reward outlays; instead, they simply continue their own moderate, payoff-conscious contribution strategy. Overall, they respond to others’ outcomes in a quietly opportunistic and adaptive way, conditioning cooperation on the perceived reliability of the group while avoiding overt social confrontation or engagement.",-1.0382835,-0.5166714,3,Reward / Contributions / Rewards,"This cluster groups personas with related strategy patterns around reward, contributions, rewards, high, group.",130
"They pay attention to contribution patterns and visibly react to deviations, but they largely ignore the detailed payoff and reward-cost outcomes of others. They do not comment on players who destroy their own payoffs by overspending on rewards, nor do they try to protect or correct those players. They appear to interpret outcomes primarily through the lens of “who contributed how much,” rather than “who earned how much” or “who was costly generous via rewards.” When others’ contributions are slightly below a de facto group standard (e.g., someone giving just under 20 when nearly all others give 20), they respond with public criticism or pointed questioning. This indicates they use contribution levels as a proxy for fairness and group loyalty. However, when under-contribution is more widespread or when plans fail, they do not launch prolonged blame campaigns; instead they simply adjust their own contributions up or down in later rounds, showing behavioral adaptation rather than extended emotional reaction. They also intermittently support renewed coordination pushes after high-cooperation episodes, even if some players have previously deviated or “played tactically.” This suggests they do not permanently ostracize lower contributors; rather, they are willing to reset expectations and try again if the group signals new willingness to cooperate. Their lack of targeted reward usage reinforces this: they neither materially punish nor materially reward based on observed payoffs, relying instead on verbal norms. In summary, this player tracks and cares about others’ cooperative actions, especially relative to stated agreements, and publicly calls out shortfalls. But they do not deeply integrate others’ payoff sacrifices, reward usage, or net outcomes into their own strategic calculus; their primary response channel is verbal pressure plus conditional adjustment of their own contributions.",-0.69144577,-0.3373645,3,Reward / Contributions / Rewards,"This cluster groups personas with related strategy patterns around reward, contributions, rewards, high, group.",130
"This player closely tracks others’ contribution behavior and, to some extent, their payoffs and reward flows. They repeatedly refer to who is “out” or under-contributing and call them out in chat, particularly when a specific player continues to give less than the agreed-upon amount. They also comment on others’ generosity (for instance, calling for certain players to be “more generous”) and celebrate group-wide high-contribution outcomes with positive remarks. They notice discrepancies between their own efforts and the rewards they receive, explicitly remarking that they gave rewards widely but received very little. This indicates a sensitivity to fairness and reciprocity in outcomes. However, they do not escalate to punitive behavior (none is available) or sustained retaliatory under-contribution directed clearly at specific deviants; instead, their under-contribution occurs even when they themselves are leading norm-setting, so it is not cleanly interpretable as response to others’ misbehavior. They are quick to join or echo group sentiment when others criticize chronic deviators, suggesting they use social labeling (“out”) as a low-cost way to sanction. When someone labeled as a deviator responds by increasing their contribution, the focal player acknowledges this with surprise or mild praise, showing that they update their perception and are willing to integrate former deviators back into the cooperative narrative. Overall, this player is attentive to who earns more versus less and who contributes more versus less, and they use chat to socially reward or pressure others. Their own material contributions and rewards, however, do not reliably align with their stated fairness and reciprocity concerns, making them appear verbally pro-cooperation but behaviorally mixed between cooperative norms and opportunistic payoff-seeking.",-0.068478115,-0.33771223,8,Contributions / Payoffs / High,"This cluster groups personas with related strategy patterns around contributions, payoffs, high, player, group.",119
"They pay attention to others’ contributions and inferred strategies more than to exact payoff totals, but they clearly notice who is effectively doing well by exploiting or deviating. They openly call out players who contribute less while the rest contribute more, labeling such behavior as problematic and predicting that persisting in it will reduce that person’s own earnings and harm the group’s gains. This shows an outcome-focused fairness norm: they care that cooperative efforts translate into higher shared earnings and that strategic defectors do not free-ride unchallenged. They show approval and satisfaction when group-wide high contributions succeed, expressing positive emotion when “everyone” finally aligns on a high amount. They also express mild frustration and fatigue toward repeated deviators, aligning themselves with others in the chat who criticize those players. However, they do not escalate into spiteful behavior via the reward system; they respond with persuasion and social commentary rather than costly counter-measures. In summary, this player monitors behavioral and payoff patterns, prefers high-payoff, high-cooperation states, and reacts to deviations mainly by communicative pressure and tactical adjustment of their own contribution level, with only minimal use of formal rewards as a response to others’ outcomes.",0.63731086,-0.49133256,8,Contributions / Payoffs / High,"This cluster groups personas with related strategy patterns around contributions, payoffs, high, player, group.",119
"They show no direct chat reaction to others’ payoffs, extreme reward expenditures, or large imbalances across players. While some participants comment on who is “out” or who is being stingy or generous, this player does not publicly join those judgments. They are aware of patterns indirectly—since their contributions shift with group behavior and chat—but they do not verbalize any moral approval or disapproval of others based on final payoffs or reward flows. Behaviorally, they respond to others’ actions mainly by adjusting their own contributions in line with the dominant emerging norm rather than discriminating between specific individuals based on their outcomes. They do not appear to target or favor highly cooperative or highly rewarded players via the reward mechanism, nor do they seem to retaliate against low contributors through strategic under-contribution; instead, their shifts (e.g., between full and half contributions) look like responses to overall group climate rather than to specific payoff histories. Their relative silence about others’ extreme reward spending suggests either disinterest in micro-level payoff distribution, a focus on their own earnings, or reluctance to criticize others’ strategies. They appear to care more about whether the group as a whole is moving toward coordinated high contributions than about who is currently winning or losing in payoff terms. When coordination is strong, they are willing to match it even if some individuals are extracting additional benefits through side-payments; when coordination falters, they reduce their contributions without publicly blaming anyone. Overall, their response to others’ outcomes is muted, indirect, and group-level rather than person-specific.",-0.67845833,-0.18291794,3,Reward / Contributions / Rewards,"This cluster groups personas with related strategy patterns around reward, contributions, rewards, high, group.",130
"The player appears largely indifferent to the distribution of others’ payoffs and to the detailed structure of who is gaining or losing. They do not comment when some players suffer heavy losses from their own reward spending, nor when others accumulate high gains due to receiving rewards. They do not reference others’ round earnings or complain about free-riding, even when some players contribute much less or when coordination attempts are undermined. The fact that others sometimes reward them does not visibly change their behavior; they neither express gratitude nor reliably reciprocate to specific individuals in later rounds, at least in observable communication. Their heavy reward spending seems disconnected from observed outcomes like “who contributed most,” “who followed the plan,” or “who is currently being ostracized.” They also do not visibly react to public labeling dynamics (such as others calling out specific players as “out” or criticizing low contributors). Overall, their behavioral adjustments show little sensitivity to the pattern of others’ contributions, rewards, or payoffs, suggesting a type that is playful, impulsively generous, and only weakly responsive to social or outcome-based incentives.",-1.3479546,0.11688207,1,Reward / Payoffs / Contributions,"This cluster groups personas with related strategy patterns around reward, payoffs, contributions, rewards, high.",126
"The player tracks others’ contributions and outcomes enough to direct rewards, but they do not visibly react by downgrading cooperation when others earn more or behave opportunistically. Even when others gain high payoffs while contributing little or when some players burn large amounts on reward in idiosyncratic ways, the player continues to contribute fully and to spend on rewards. They do not appear sensitive to inequality in favor of others; there is no behavioral evidence of envy‑driven reduction in contributions or rewards. Conversely, they sometimes receive substantial rewards, but this does not change their pattern either—they neither ramp up nor cut back in apparent response to being rewarded. Their behavior suggests that they value maintaining a prosocial, high‑contribution environment more than adjusting to the exact distribution of payoffs. They seem tolerant of others’ noisy or “wasteful” use of the reward mechanism and do not try to correct it via their own actions. Overall, they respond to others’ outcomes primarily by continuing to support contributors with rewards and high contributions, rather than by strategically exploiting, punishing, or equalizing payoffs.",-1.6283842,-0.75704026,0,Reward / Contributions / High,"This cluster groups personas with related strategy patterns around reward, contributions, high, payoffs, rewards.",142
"The player notices and cares about others’ contribution behaviors and, by extension, their outcomes, but expresses this mainly through chat judgments rather than through their own spending on reward. They publicly single out certain avatars who contribute less than agreed, framing them as “out” or as targets of annoyance, which implies they are tracking others’ deviations from group norms. They do not, however, systematically alter their own contributions in a directly “tit-for-tat” manner toward specific individuals; instead, they respond to the aggregate pattern of the group (for example, cooperating more when many appear to be cooperating, regardless of individual exceptions). They pay attention to conspicuous extremes in others’ payoff-related behavior, such as someone repeatedly using enormous amounts of reward, but do not engage them directly with compensating rewards or calculated retaliation. Overall, they are socially attentive and willing to verbally sanction perceived freeloading, while materially remaining largely self-interested and selective in when they align with the cooperative majority.",-0.62712467,-0.3395176,3,Reward / Contributions / Rewards,"This cluster groups personas with related strategy patterns around reward, contributions, rewards, high, group.",130
"They observe others’ payoffs and sanction activity but do not comment on them in chat. They do not visibly adjust contributions in response to others gaining or losing from punishment or reward; their cooperation remains constant. Their own punishing does not track clear payoff violations (e.g., strongest free-riders), so there is no clean evidence that they use outcome information to target the most exploitative players or to protect the most cooperative ones. They also do not emulate the emerging group discourse about punishing non-cooperators, even though they act punitively themselves; this suggests that their internal rule for responding to outcomes is not tightly aligned with the majority’s explicit enforcement narrative. Overall, they notice outcomes (mechanically), but their behavioral updates based on others’ earnings, costs, or grants are minimal or unclear.",-0.40734893,0.93034357,2,Punishment / Reward / Payoffs,"This cluster groups personas with related strategy patterns around punishment, reward, payoffs, contribution, low.",111
"The player does not change their behavior in reaction to others’ payoffs, punishment expenditures, or received rewards. They see others occasionally free‑ride, receive heavy punishment, or engage in costly sanctioning, yet they neither join in nor adjust their own contributions or use of the mechanisms. Their behavior remains steady and detached from the complex social dynamics that emerge around them. They also do not verbalize any approval, disapproval, or surprise at others’ outcomes. This suggests a limited behavioral sensitivity to third‑party interactions: they focus on their own cooperative choice and ignore the evolving pattern of who is punished or rewarded. Whether they interpret these outcomes as fair, excessive, or strategically wise is unknown, but they do not let these observations influence their own strategy in any observable way.",-0.5626719,1.2054763,2,Punishment / Reward / Payoffs,"This cluster groups personas with related strategy patterns around punishment, reward, payoffs, contribution, low.",111
"Their observed reactions are behavioral rather than verbal: they adjust their punishment targets based on others’ contribution levels and, to a lesser extent, on whether a player previously free-rode despite then cooperating later. They continue to sanction someone who once defected, even if that player later contributes fully, indicating that a prior deviation has lasting consequences in their eyes. They do not visibly respond to who is punished or rewarded by others except in the sense that they join the majority in targeting clear free-riders; they neither protect heavily punished deviants nor counter-punish those who punish. When they themselves are punished, they do not change their contribution strategy or retaliate, suggesting that their primary reference point is the contribution norm rather than their own payoff or treatment. Overall, they interpret payoff and sanction patterns through a fairness-and-discipline lens and act to reinforce that structure regardless of short-term personal gain.",0.12202002,0.9047248,6,Punishment / Reward / Contributions,"This cluster groups personas with related strategy patterns around punishment, reward, contributions, contribution, payoffs.",123
"They observe that others both punish and reward, often at substantial cost, but they neither imitate nor respond in kind. Their own contribution behavior remains unchanged when some players defect or receive heavy punishment. They also do not adjust their sanctioning behavior after being personally punished and rewarded in the final round. This suggests emotional restraint or low reactivity: they do not escalate, retaliate, or “reward the rewarders.” They appear to interpret outcome information primarily as confirmation that cooperation is possible and widespread, rather than as input for fine-tuned strategic responses. Their stance toward others’ very high punishment expenditures and mixed reward usage is behaviorally neutral; approval or disapproval is unknown.",-0.8974816,1.1277814,2,Punishment / Reward / Payoffs,"This cluster groups personas with related strategy patterns around punishment, reward, payoffs, contribution, low.",111
"The player shows no observable behavioral response to the distribution of payoffs, punishment, and rewards among others. They continue their own cooperative pattern unchanged after seeing that some players free-ride, that some contributors are punished or rewarded, and that they themselves are targeted with deductions. They do not imitate sanctioning behavior, do not compensate punished cooperators, and do not escalate or withdraw when they see heavy punishment of defectors. This indicates a low-reactivity, low-learning profile within the short time frame: they act according to an internal rule (always fully contribute, do not sanction) rather than updating based on outcome patterns or inferred intentions. Their stance toward others’ losses or gains appears behaviorally neutral; any emotional or evaluative reactions are unknown. Overall, they function as a quiet, principled cooperator who neither polices nor reinforces others’ behavior and does not visibly adapt to outcome information.",-0.79260224,1.4842893,2,Punishment / Reward / Payoffs,"This cluster groups personas with related strategy patterns around punishment, reward, payoffs, contribution, low.",111
"They pay attention to others’ contribution choices and subsequent sanction patterns, then adjust their own punishment and reward targets accordingly, but without changing their own contribution level. When a player free-rides, they respond with punishment; when a player behaves in a strongly cooperative, norm-promoting way, they respond with reward. They do not visibly adjust behavior in response to who punishes or rewards them personally, likely because punisher and rewarder identities are hidden, but they also do not attempt to infer or react to possible identities via outcomes; there is no shift toward defensive or retaliatory behavior after they are punished. They appear more concerned with group-level fairness and norm compliance than with tracking individual payoffs or engaging in interpersonal score-settling. Overall, they interpret outcome information through an equity and norm lens: high contributors are “deserving” of support, and low contributors are “deserving” of sanctions, and their behavior follows that mapping consistently.",0.9711533,0.22198437,10,Punishment / High / Payoffs,"This cluster groups personas with related strategy patterns around punishment, high, payoffs, player, contribution.",134
"They observe that others use punishment heavily against low contributors and occasionally against high contributors, and that rewards are also used in targeted ways. Their own behavior does not visibly adjust in response to these outcome patterns: they neither start punishing, nor reduce contribution, nor stop rewarding after being targeted. They do not explicitly comment on others’ payoff losses or gains. There is no clear evidence that they try to infer identities of their punisher(s) or to respond strategically. Their pattern is consistent with a player who maintains their cooperative and non-punitive norms regardless of whether they personally gain, lose, or are treated unfairly. Their reactions are behavioral rather than verbal, and those behaviors are stable and resilient to others’ sanctions, suggesting a type best described as a quiet, steadfast cooperator with a preference for positive reinforcement and a high tolerance for being exploited or mis-punished.",-0.18164241,0.7608464,6,Punishment / Reward / Contributions,"This cluster groups personas with related strategy patterns around punishment, reward, contributions, contribution, payoffs.",123
"They experience substantial punishment and some compensating rewards after defecting yet refrain from any punitive response and do not verbally complain. Behaviorally, they adjust not by returning to contribution, but by increasing positive transfers to cooperators later, implying that social feedback is processed in a nuanced way. They appear to interpret the environment as one where cooperation is valued and deviations are noticed and sanctioned, but they still choose to keep defecting while offsetting with rewards. This indicates a complex internal tradeoff: they accept being singled out as a defector, but then “pay back” the cooperative group indirectly via rewards to selected individuals. They do not publicly comfort or criticize punished or heavily spending players, and there is no explicit sympathy or condemnation in chat, so their emotional stance toward others’ losses and enforcement behavior is unknown. Overall, they react to outcomes more through quiet strategic rebalancing (altered reward behavior) than through direct verbal or punitive engagement.",0.09527786,0.08077223,6,Punishment / Reward / Contributions,"This cluster groups personas with related strategy patterns around punishment, reward, contributions, contribution, payoffs.",123
"They observe detailed feedback about others’ payoffs, punishments, and rewards, and they act in ways that reflect sensitivity to those outcomes. Evidence of sensitivity: - They direct reward specifically toward a player who is heavily punished by others, suggesting they attend to who is suffering large net losses due to enforcement. - They do not imitate the majority punishment pattern against that deviant player; instead, they choose the opposite direction (reward), indicating independent judgment rather than conformity to majority enforcement. When they themselves are punished after defecting, they do not change behavior afterward (the game ends), and they do not retaliate or express frustration in chat. Their lack of visible emotional or strategic retaliation suggests: - Acceptance or at least tolerance of being punished as a foreseeable cost of defection. - A relatively calm or detached stance toward negative outcomes, at least behaviorally. They do not seem to adjust their reward patterns in reaction to who rewards or punishes them personally; there is no evidence of targeted reciprocity (no attempt to reward those who rewarded them, or punish those who harmed them). Their responses appear driven more by others’ overall treatment and contribution patterns than by personal payback. Overall, they are outcome-aware and responsive, but their responses emphasize selective support of those under heavy sanction and personal payoff optimization at the horizon, rather than active norm enforcement or tit-for-tat reciprocity.",-0.391965,0.61770517,6,Punishment / Reward / Contributions,"This cluster groups personas with related strategy patterns around punishment, reward, contributions, contribution, payoffs.",123
"They observe that some players are heavily punished for low contributions while others invest significantly in sanctioning, yet they do not adjust their own contribution or sanction behavior in response. They neither join the “punish defectors” pattern nor move toward protecting or compensating punished cooperators. Their one use of reward goes to a player who both deviates and is sanctioned, which could indicate sensitivity to perceived over-punishment or sympathy toward disadvantaged players, but this inference is low-confidence. Overall, they appear largely outcome-tolerant: they accept that others will use punishment and reward aggressively without trying to steer or counterbalance that dynamic. They stick to their own cooperative norm and occasional reward use, without visible emotional or strategic reaction to who gains or loses from the sanctioning system.",-0.45291284,1.2553355,2,Punishment / Reward / Payoffs,"This cluster groups personas with related strategy patterns around punishment, reward, payoffs, contribution, low.",111
"They appear attentive to others’ contribution choices and likely to the pattern of punishments, as their targets match the obvious free-riders and follow a group-wide cooperative push. However, there is no explicit commentary on others’ payoffs or sanction costs, so their exact beliefs about others’ incentives and experiences are unknown. Being heavily punished themselves once does not change their cooperative behavior or induce visible retaliation, suggesting they either attribute punishment to some group norm they accept, or they are willing to absorb unfair or unexplained losses without shifting strategy. They align publicly with other cooperators’ calls for disciplining defectors, treating observed low contributions as sufficient reason for sanctions, independent of how much those players are already being punished by others. Their adaptation is thus focused on reinforcing the cooperative norm through additional punishment where they see defection, not on fine-tuning based on how heavily a target has already been sanctioned.",0.95989,1.3436538,9,Punishment / Payoffs / High,"This cluster groups personas with related strategy patterns around punishment, payoffs, high, outcomes, contribution.",138
"The player’s observable response to others’ outcomes is behavioral inertia: they keep contributing fully and keep abstaining from sanctioning regardless of how others behave. They see that some individuals free-ride and that others incur substantial costs to punish or reward, yet they do not adjust their own contribution or start using sanctions. They also do not comment in chat on perceived unfairness, heavy punishment, or generous rewarding. This suggests a detached or tolerant stance toward others’ strategic diversity: they accept the group’s mixture of cooperators, punishers, rewarders, and defectors without attempting to influence it. Whether they internally approve or disapprove of harsh punishment or generous rewarding is unknown; outwardly, they remain neutral, quiet, and behaviorally consistent.",-0.9467263,0.6830299,2,Punishment / Reward / Payoffs,"This cluster groups personas with related strategy patterns around punishment, reward, payoffs, contribution, low.",111
"The player observes others’ heterogeneous contributions and the complex pattern of punishments and rewards but remains behaviorally steady. They do not publicly comment on specific individuals’ payoffs, sanctions, or deviations. Instead, they react at an aggregate level: advocating universal cooperation and later proposing reciprocal rewarding. This indicates that they track the overall structure of incentives; they explicitly reference the cost and return of donations, suggesting attention to payoff mechanics. However, there is no evidence of them adjusting their own contributions in response to free-riders or heavy punishers, implying a robustness of their cooperative strategy. They show no visible indignation toward defectors and no explicit sympathy or criticism toward those heavily punished or those spending large sums on sanctions. Their primary response to others’ outcomes is to double down on coordination proposals aimed at simplifying behavior and improving joint payoffs, rather than to morally judge or imitate any specific pattern.",-0.2510027,0.1351312,6,Punishment / Reward / Contributions,"This cluster groups personas with related strategy patterns around punishment, reward, contributions, contribution, payoffs.",123
"They observe that fully cooperative players are sometimes punished, that defectors are sometimes heavily sanctioned, and that some players spend significant amounts on punishment and reward. Despite this, they make no visible behavioral adjustment: they neither join the sanctioning activity nor reduce their own contribution levels. They do not comment on others’ payoffs, sanction spending, or perceived fairness of outcomes, and there is no sign of emotional reaction to being punished or to others being punished. This indicates a relatively stoic or detached response to the outcome phase: they register the environment sufficiently to support a simple “everyone should contribute fully” norm but do not become more strategic, more retaliatory, or more reward-oriented when they see how others are treated. Their type is thus a consistent, non-enforcing cooperator who largely maintains their own standard without actively intervening in others’ payoffs.",-0.3560042,1.3328226,5,Punishment / Payoffs / Outcomes,"This cluster groups personas with related strategy patterns around punishment, payoffs, outcomes, contributions, behavior.",116
"They visibly track outcomes: they explicitly note that their own early cooperation led to them coming out worse off, implying attention to payoff comparisons and a sense of being disadvantaged despite acting cooperatively. However, this awareness does not provoke retaliation, contribution reduction, or active enforcement. They neither respond to those who punished them nor to those who contributed less with any form of sanction or reward. When others call for full contribution and punishment of defectors, they respond only by asserting their own cooperative status, not by joining in enforcement. There is no clear evidence of targeted reciprocity toward rewarders or punishers; their behavior toward others does not change in response to who spent on punishment or reward. Overall, they are outcome-aware and somewhat sensitive to fairness (they notice when they “lose” despite cooperating) but choose to maintain a non-confrontational, consistently cooperative stance rather than adjust behavior in a reactive or retributive way.",0.25490215,-0.11789049,8,Contributions / Payoffs / High,"This cluster groups personas with related strategy patterns around contributions, payoffs, high, player, group.",119
"They pay attention to others’ actions and outcomes, as inferred from their adjustment from free‑riding to full contribution and their later choice of a specific punishment target who had previously harmed them. They appear especially responsive to being punished themselves: after incurring heavy deductions, they later impose punishment on the prior aggressor, suggesting they track who affects their payoff and respond in kind once it is tactically safe or psychologically salient. By contrast, they do not appear to systematically react to who is rewarded or who receives small punishments, and they do not intervene on behalf of other victims. Their concern is more self‑referential than group‑protective: they adapt contributions to align with group norms when it benefits mutual outcomes, and they punish selectively in response to personal losses rather than to enforce fairness across all players. Overall, they are observant, norm‑responsive, but primarily focused on their own treatment rather than on shaping the entire group’s payoff distribution.",1.0313737,1.1814872,13,Punishment / Outcomes / Payoffs,"This cluster groups personas with related strategy patterns around punishment, outcomes, payoffs, group, contributions.",104
"They clearly monitor others’ behaviors and outcomes—both contributions and sanction flows—and adjust their own actions in response, but in a nontransparent way. After observing that nearly everyone is contributing fully and that defectors are heavily punished, they temporarily align with the cooperative norm, suggesting some sensitivity to group-level behavior and sanctions. However, they later defect again despite ongoing high cooperation and explicit threats to punish noncontributors, indicating that their response to social information is not simply “follow the majority.” Their sanctioning choices show they attend to who is getting punished and rewarded, but they sometimes counterbalance group sanctions (by punishing or rewarding individuals in directions that do not straightforwardly match their contribution level or the main group sentiment). This hints at a contrarian or idiosyncratic reaction to observed outcomes rather than straightforward conformity to group norms. Their type is best characterized as a silent, outcome-aware, opportunistic player who experiments with both free-riding and norm-enforcing tools, but whose standards of fairness and justification for punishment/reward remain opaque to others.",0.26602906,0.38859284,6,Punishment / Reward / Contributions,"This cluster groups personas with related strategy patterns around punishment, reward, contributions, contribution, payoffs.",123
"They observe that several group members reliably contribute high amounts and in some cases spend substantial resources to reward others, sometimes at significant personal cost. Despite this, they do not adjust their own behavior to relieve the burden on those players or to align with an emerging cooperative-rewarding norm. They appear unmoved by the fact that some others sacrifice both through contributions and through reward expenditures, and that these choices lower those players’ payoffs relative to what they could have earned. Instead, the player continues to free-ride on both the public good and the positive externalities of others’ rewards. Their reactions are purely passive: they monitor others’ contributions and costs but do not respond with either increased contribution or any reward behavior. This suggests a payoff-focused, low-empathy or low-responsibility stance in the game context, where others’ sacrifices are treated as exploitable opportunities rather than signals to share the load.",-1.5455153,0.09976131,1,Reward / Payoffs / Contributions,"This cluster groups personas with related strategy patterns around reward, payoffs, contributions, rewards, high.",126
"They consistently observe that some players earn high payoffs while contributing very little, and that some co-players burn resources through frequent, sometimes aggressive use of the reward mechanism. Despite this, the focal player does not adjust their own contribution downward, does not punish via strategic non-reward, and does not shift into a more self-protective style. When others under-contribute but earn high payoffs, the focal player shows no retaliatory behavior; they neither reduce their own cooperation nor spend to counterbalance inequality. When others spend heavily on rewards—sometimes in ways that reduce their own payoffs dramatically—the focal player does not imitate this pattern, suggesting they regard extreme reward spending as non-normative or inefficient. Their rare reward burst goes to clear cooperators, not to those engaging in costly, erratic reward patterns or to low contributors. Overall, they react to others’ outcomes with behavioral inertia: they register that norms in the group are mixed but persist in a stable, high-cooperation, low-intervention strategy, selectively acknowledging high cooperators once but otherwise allowing others’ payoff differences and spending choices to stand without adjustment.",-1.8976125,-0.20100866,0,Reward / Contributions / High,"This cluster groups personas with related strategy patterns around reward, contributions, high, payoffs, rewards.",142
"The player observes substantial variation in others’ contributions, reward expenditures, and resulting payoffs. They see some players repeatedly making very low contributions yet sometimes receiving rewards, and others spending heavily on rewarding. Despite this, the player does not imitate costly rewarding nor retaliate against low contributors through the available mechanism (which, in this game, is only positive reward). Their response is limited to moderate early caution in contributions followed by robust cooperation once it becomes clear that the majority is strongly contributing. They tolerate persistent low contributors without targeted countermeasures, apparently accepting a degree of inequity in payoffs as long as the group-level public good remains high. They also do not adjust their behavior to exploit heavy rewarders: even after seeing others spend large amounts on reward, they do not reduce their own contributions or free-ride more aggressively. Overall, they track the group’s cooperative climate and adjust contributions upward as it stabilizes, but they remain behaviorally indifferent to who exactly is earning more or less, who is sacrificing via rewards, and who is freeriding, beyond the coarse effect on their sense that “the group is mostly cooperating.”",-1.6232804,0.020107433,1,Reward / Payoffs / Contributions,"This cluster groups personas with related strategy patterns around reward, payoffs, contributions, rewards, high.",126
"The player observes substantial variation in others’ contributions, their use of reward, and their resulting payoffs. They witness both clear high cooperators and repeated spenders on rewards, as well as at least one consistent low contributor, and can see the payoff consequences of these choices. Their own behavior indicates that they primarily uses this information to confirm that cooperation can persist even when they occasionally free-ride. When the group remains generally cooperative and some players even spend heavily on rewards, they is willing to continue contributing a lot at times, but also feels safe reducing contributions sharply without fear of being sanctioned (since no punishment exists and they do not rely on rewards). They shows no evidence of reacting directly to others’ reward expenditures—either to imitate them or to “reward the rewarders.” Likewise, they does not appear to systematically avoid free-riding on generous types; instead, they seems comfortable letting those players bear extra cost while they focus on their own payoff. In summary, they interprets others’ high contributions and heavy reward spending as a stable, beneficial environment that can be partially exploited. They is attuned to payoff structures more than to social equity: others’ outcomes are informational for strategy and reassurance, not triggers for moralistic or reciprocal responses.",-2.2084534,-0.14871491,0,Reward / Contributions / High,"This cluster groups personas with related strategy patterns around reward, contributions, high, payoffs, rewards.",142
"They observe others’ contributions, payoffs, and use of rewards, yet show no visible adaptation to any of it. Persistent low contributors, variable cooperators, heavy reward spenders, and non-rewarders all coexist alongside them without eliciting any change in either contributions or reward behavior. They neither punish nor reward low or high earners, and they do not attempt to compensate or support those who sacrifice payoffs through costly reward. This indicates a low behavioral sensitivity to distributional outcomes among peers and to others’ strategic sacrifices. Their focus appears to be on their own cooperative standard rather than on managing group dynamics or correcting inequalities. Overall, they function as a steadfast, non-reactive pure cooperator: they contribute maximally to the common good while remaining passive and neutral regarding others’ outcomes and actions.",-2.0577555,0.16363381,1,Reward / Payoffs / Contributions,"This cluster groups personas with related strategy patterns around reward, payoffs, contributions, rewards, high.",126
"They observe that some players repeatedly incur significant costs to reward others and that some players systematically contribute much less yet earn high payoffs, but they do not alter their own pattern in response. High free-rider payoffs and visible inequality do not trigger retaliation, contribution reduction, or compensatory reward aimed at “correcting” outcomes. Likewise, generous rewarders do not inspire them to join in rewarding or to differentiate between more and less prosocial peers. This suggests low behavioral sensitivity to others’ payoff structures and enforcement choices, at least within the confines of this game. They act as if others’ costs and benefits are not actionable signals for them; instead, they follow a pre-committed cooperative script and ignore the strategic information embedded in others’ outcomes. Their beliefs about why others reward or free-ride are unknown, but they do not exploit that information strategically.",-1.3843246,0.42188448,1,Reward / Payoffs / Contributions,"This cluster groups personas with related strategy patterns around reward, payoffs, contributions, rewards, high.",126
