StatementID,TreatmentCode,SubjectID,personality_string,UGProposer,UGResponder,TGSender,TGReceiver,PD,SH,C,UGProposer_JUS,UGResponder_JUS,TGSender_JUS,TGReceiver_JUS,PD_JUS,SH_JUS,C_JUS,ID,AI_UGProposer,AI_UGResponder,AI_TGSender,AI_TGReceiver,AI_PD,AI_SH,AI_C,AI_UGProposer_JUS,AI_UGResponder_JUS,AI_TGSender_JUS,AI_TGReceiver_JUS,AI_PD_JUS,AI_SH_JUS,AI_C_JUS
365,TDU,1468,NA,5,5,Yes,4,A,X,earth,The amount should be shared equally.,I would want the total to be shared equally.,I hope they would be happy to send some back.,I would always want the amount to be shared equally.,I would hope the other person would share equally.,"I would hope they would choose X, too.","It's a random choice, but I chose earth because it's our home.",44,5,1,Yes,3,A,X,venus,"I believe that offering 5 ECU is a fair and reasonable offer that balances my own self-interest with a willingness to be generous towards the responder. This way, I am still able to keep some of the endowment for myself, while also giving the responder a chance to earn some money.","I would accept any positive amount, as even a small amount of ECU is better than none at all.",I want to build trust and increase my chances of getting a positive return.,"I return 3 ECU to the sender because it seems like a fair amount to give back for the tripled transfer of 2 ECU. This way, both the receiver and the sender end up with a total of 8 ECU each.","Sure, if both of us choose A, we'll get 5 ECU each which is the most equitable outcome. And even if the other person chooses B, I'll still get 1 ECU, which is better than getting 3 ECU if we both choose B.",I'm going for option X because the expected payout is higher.,I picked randomly.
366,TDU,1479,NA,5,5,No,0,A,X,mercury,I believe the person would also think 50:50 is correct.,That would be half.,I don’t think the person will return the ECU.,I want to keep the money.,A seems the best option.,Seems the most sensible option.,I’m just picking the first option in the hope that the other person is doing the same.,12,5,1,Yes,2,A,X,mars,"I want to split the endowment in half, so 5 ECU for the responder and 5 ECU for myself. This seems like a fair and reasonable offer.","1 ECU is the minimum amount of money, so accepting anything less than that wouldn't make sense.",I believe in reciprocation and hope that the receiver will return some of the ECU I transferred.,"It's a fair move that benefits both parties, maximizing each person's earnings while also showing trust and cooperation.",Because option A has higher expected value.,Choosing X guarantees a higher payout (1 ECU) compared to choosing Y (0 ECU) if the other person chooses the other option.,I choose randomly.
367,TDU,1486,NA,5,5,Yes,4,A,X,earth,It would be silly for them to insist on 6 or above.,"Fair, no greed on either side.",I would hope the receiver sees the benefit of getting 6 points and returns 3 to me.,"As before if I get 6, I'll keep 2 and return 4 so we both end up with 7. This is what I'd hope the other person would do if roles reversed.",A has the best risk/reward ratio.,Any other decision would be ridiculous.,1 in 5 chance whatever I choose.,18,2,1,yes,2,A,X,saturn,I want to keep 8 ECU and offer 2 ECU to the responder to increase the likelihood of the offer being accepted.,"I want at least some money, so I would accept any positive offer.","I trust the receiver to return some of the money, thus increasing my final payment.",I'm maximizing my own earnings.,Choosing option A minimizes the risk of getting the lowest reward.,Maximize expected payout.,I chose randomly.
368,TDU,1487,NA,5,3,Yes,3,A,X,mercury,I believe responder would be willing to accept a 50:50 split.,I believe 3 is a fair offer.,"Since transferring will increase funds by 4 ECU, I am hoping that the receiver will return at least 3 ECU to me.",To compensate sender I will share half.,I believe the other person will choose A too to maximize income for both.,I believe the other person will choose X to maximize income for both.,I chose Mercury randomly as I have no way of guessing what the other will choose.,24,5,1,Yes,0,A,X,venus,I want to split the endowment equally and offer 5 ECU to the responder.,Even 1 ECU is better than nothing.,I believe in trust and mutual benefit.,I keep all 6 ECU.,Choosing A minimizes the potential loss and maximizes the potential gain in the interaction.,I will maximize my expected value.,I randomly selected Venus.
369,TDU,1611,NA,5,1,Yes,3,A,X,earth,"We would each get an equal amount, which is fairest.","I wouldn’t want their offer to be less than my response, as that would mean no one gets any money.","Most money generated overall, and I’d like to believe the best in people.",3 ECU is an even split.,A is the most fair choice and results in more money for us overall (though possibly not for me).,"If they choose X, we will make the most money.","Hopefully, just get lucky with the other person picking the same.",47,5,1,Yes,2,A,X,mercury,"I am offering 5 ECU because I think it's a fair and reasonable amount for both parties, and it has a good chance of being accepted by the responder.","Sure! I'd like to receive at least 1 ECU, so that I end up with some money and don't walk away empty-handed.",I choose to trust the receiver and hope for a positive outcome.,It's a fair and equal split of the tripled amount.,I'd choose option A because I think it gives me a better chance of getting a higher payout.,"I choose X because it seems to be the safer option with a guaranteed payout of at least 1 ECU, regardless of the other person's choice.","I'm going for the most popular option, that way there's a higher chance of getting 5 ECU."
370,TDU,1619,NA,5,5,Yes,3,A,Y,earth,It is a fair sharing of the ECU because we both get equal amounts.,It is a fair sharing of the ECU because we both get equal amounts.,Yes so there are options to transfer more back to me.,It is a fair share.,Because I want to make the decision on my own.,Because whatever option the person selects I get 4 or more.,I prefer the option earth.,58,5,1,Yes,2,A,X,earth,"I think it's a fair offer that benefits both of us. By offering 5 ECU, I am still able to keep a significant amount for myself while also giving the responder a chance to earn some money.",Accepting any positive amount is better than receiving 0 ECU.,I want to help the receiver and trust that they will return some of the amount to me.,"It's a fair balance, returning an equal amount to what was transferred.","Sure, option A is the safe choice as it guarantees a minimum payout of 1 ECU, whereas choosing option B could result in earning as little as 3 ECU.",Choosing X leads to a higher payout on average.,I'll pick earth as my choice.
371,TDU,1624,NA,3,2,Yes,2,B,Y,venus,I wanted to start with a low number to see if they accept it.,Basically I would accept any amount I could get.,I think this makes the most sense.,I think this would benefit both of us.,We would both make money.,It makes the most sense.,I’m hoping we are both thinking the same thing or that it is the most common choice.,46,5,1,Yes,3,A,X,earth,"I'm offering 5 ECU to the responder as a fair compromise, hoping they will accept the offer and we both receive some money.",I would accept a minimum of 1 ECU because it is better than nothing.,I'm feeling generous.,"Returning 3 ECU is a fair compromise, as it allows both the sender and the receiver to end up with a decent amount of money, while also acknowledging the sender's initial transfer.","I choose A because it gives me a higher expected payout than choosing B, no matter what the other person chooses.",I choose option X because it gives me the highest expected payout.,Why not? It's a safe choice and has a chance of getting 5 ECU.
372,TDU,1649,NA,5,3,Yes,3,A,X,mars,I am hoping that the other person is as fair as I am.,3 is better than nothing and I would hope the proposer is reasonable.,"Hopefully, the receiver will return some so that we both benefit.","As before, I get to have 3 and the sender makes 1 profit.",We would both get the same if the other picks this.,We both will get the best amount.,I feel this is a gamble and I will either win 2 or 5.,49,5,1,Yes,2,A,X,venus,"I believe that a fair and equal split of the endowment would be to offer half to the responder, which in this case is 5 ECU.","I want at least something, so I'll accept an offer of 1 ECU or more.",I trust the receiver to return a fair amount.,It's a fair and equal split of the total amount received.,"I think option A is the better choice because it results in a higher payout in two of the possible combinations of choices, compared to option B.","Sure, choosing X results in the highest payout on average, regardless of the other person's choice.","Why not, sounds good!"
373,TDU,1681,NA,5,4,Yes,3,B,X,earth,Neither of us want to risk getting paid nothing.,It is a safe bet.,It is the fair thing to do.,It is what I would hope to receive.,Guaranteed 3 ECU and a chance for 8.,The hope is that the other player will also choose X for maximum payoff.,"It is random, but earth is a common factor between us.",39,5,1,Yes,4,A,X,venus,"I believe it's a fair offer to give half of my endowment to the responder. This way, we both benefit from the transaction and neither of us will be left with nothing.",I would accept any positive amount as receiving something is better than receiving nothing.,I want to trust the receiver and believe that they will return some of the money.,"I choose to return 4 ECU to the sender because it's a fair amount that balances self-interest and reciprocity. By returning 4 ECU, I can keep 2 ECU for myself while still showing appreciation for the sender's trust in me by returning a portion of the tripled transfer.",I would choose A because it offers the highest expected payout regardless of the other person's choice.,"Choosing X results in a higher payout in all possible combinations of choices, so it is the more advantageous option.",I just feel like it.
374,TDU,1717,NA,5,2,Yes,4,A,X,venus,It seems fair that we share. I know there's risk involved but I still want to feel that I've tried to be fair.,"Why not accept just 1? Maybe it feels unfair, and that's why I won't go as low as 1.","The 2 ECU increases in value and it feels good to be able to pass value to another person, even if nothing comes back.",I would like us both to benefit from the increase in value and for the other person to be thanked for their generosity.,I hope the other person will agree that both choosing A results in the greatest value.,I think the other person can see that choosing X will give us both the greatest benefit.,It just feels more adventurous than choosing earth. And we see it in the sky so brightly.,34,5,1,Yes,3,A,X,mars,"I want to be fair while also maximizing my own reward, so I split the endowment in half and offer 5 ECU to the responder.",Accepting any positive amount is better than getting 0 ECU.,It's a win-win situation.,To maximize my own payoff while being fair to the sender.,5 ECU is the maximum I can earn.,"Choosing option X results in higher payouts for both choices made by the other person, whereas choosing Y results in lower payouts.",I choose randomly.
375,TDU,1744,NA,5,4,Yes,5,B,Y,earth,This is equal and fair.,I hope the other person would split equal but have made allowances for a lower amount.,I hope they would choose an equal split of the transferred endowment.,So we both get 7 ECU each.,I hope that they would choose the option where we both get awarded a fair amount.,This is the option the most likely for us to get paid well.,"It’s a game of chance, I hope they would choose earth but cannot be certain.",61,5,1,Yes,0,A,X,mars,"I think that a fair offer would be to split the endowment down the middle, giving both of us 5 ECU each. This ensures that both parties receive a fair share of the endowment and there is a higher likelihood that the responder will accept the offer.",I wouldn't accept anything less than 1 ECU because I would rather have some amount of money than none at all.,"I want to demonstrate trust and hope for a positive outcome, which could lead to a reciprocal act of kindness.",I keep all 6 ECU.,"The expected value of choosing A is 4 ECU, while the expected value of choosing B is 4 ECU as well.",I choose X because it maximizes my expected outcome regardless of the other person's choice.,Why not! Sounds good to me.
376,TDU,1757,NA,4,4,Yes,0,A,Y,saturn,A lower cut but still fair.,Slightly lower than half seems fair.,Likely to at least send 2 back.,I don’t have to send it back.,Humans may be likely to hedge their bets and play it safe.,I feel the other person will aim to score the most possible.,Bottom of the list. It’s where I would choose.,12,5,1,Yes,2,A,X,mars,"I want to split the endowment in half, so 5 ECU for the responder and 5 ECU for myself. This seems like a fair and reasonable offer.","1 ECU is the minimum amount of money, so accepting anything less than that wouldn't make sense.",I believe in reciprocation and hope that the receiver will return some of the ECU I transferred.,"It's a fair move that benefits both parties, maximizing each person's earnings while also showing trust and cooperation.",Because option A has higher expected value.,Choosing X guarantees a higher payout (1 ECU) compared to choosing Y (0 ECU) if the other person chooses the other option.,I choose randomly.
377,TDU,1774,NA,5,4,Yes,4,A,X,mars,Equal for both of us.,The other person gets slightly more.,I think they would.,Then we are nearly equal.,I hope they are kind.,We both get the same.,I just like it.,36,5,1,Yes,2,A,X,venus,I want to keep half of the endowment for myself and offer the other half to the responder. This seems like a fair and reasonable offer to make.,"I would accept any offer that is greater than 0 ECU. This is because I am currently endowed with 0 ECU, so any positive amount of ECU would be an improvement.",I trust the receiver to return a fair amount.,"As the receiver, I would return 2 ECU to the sender. This decision is based on the understanding that the sender's transfer of 2 ECU is tripled to 6 ECU, which is then given to me. In this scenario, I get to keep the entire tripled amount, and returning 2 ECU to the sender seems like a fair split. This would result in a final payment of 9 ECU for me and 7 ECU for the sender.","I choose A because I want to minimize the chances of getting only 1 ECU, which happens if the other person chooses B and I choose A. By choosing A, I ensure that I will get at least 3 ECU even if the other person also chooses A.","Sure, choosing X maximizes my expected payout regardless of the other person's choice.","Why not, seems like a good pick."
378,TDU,1793,NA,4,5,Yes,3,A,X,earth,I think this is a reasonable offer.,It is half the amount available.,I am taking a calculated gamble.,I think this is a fair return.,Higher and safer returns of ECU with A.,High value return possible if both choose X.,"No real rationale, just picked earth.",43,5,1,Yes,2,A,X,venus,"I believe that a fair and reasonable offer would be to transfer 5 ECU to the responder, keeping 5 ECU for myself. This way, both parties receive half of the total endowment and are motivated to accept the offer.",Accepting any amount is better than getting nothing.,I choose to trust the receiver to return some of the tripled amount.,It's a fair and equal split of the tripled amount.,"Choosing A maximizes the payout in the worst-case scenario, where the other person chooses B, resulting in a payout of 1 ECU.",I'll maximize my expected earnings by choosing X.,Seems like a good choice!
379,TDU,1810,NA,5,5,Yes,3,A,X,earth,This is fair and the responder should approve.,Because this is the fair amount.,We both will see benefits if we are smart.,Because I will split the earnings.,Because this makes it fair and we both get 5 ECU.,So we both get 8 ECU.,Earth is the one we would both be likely to choose.,37,5,1,Yes,2,A,X,venus,"I'm trying to be fair and give the responder half of the endowment so that we both end up with 5 ECU each. This way, both of us stand to gain something and there's a good chance the responder will accept the offer.",I would accept a minimum of 1 ECU as it is better to receive something than nothing.,I choose to transfer 2 ECU to the receiver as it is a way to cooperate and potentially receive some ECU in return.,I return 2 ECU to the sender because it is a fair and equal split of the tripled amount.,"I choose option A because the expected payout is higher compared to option B. If both I and the other person choose option A, we both get 5 ECU, and if the other person chooses option B, I get 1 ECU and the other person gets 8 ECU. The average of these two outcomes is (5 + 1)/2 = 3 ECU. So the expected payout for option A is higher.","Choosing X results in the highest expected payout, regardless of the other person's choice.",Why not! Venus sounds like a good option.
380,TDU,1827,NA,5,4,No,0,B,X,mercury,Only fair to split equally.,Safe amount so as to ensure I receive something.,Want to keep all.,Want to keep all.,"Hoping that the other will choose A, that way I ensure I will get 3 ECU at least.",Only makes sense that we both choose X.,Hoping that the other person will choose the first option.,39,5,1,Yes,4,A,X,venus,"I believe it's a fair offer to give half of my endowment to the responder. This way, we both benefit from the transaction and neither of us will be left with nothing.",I would accept any positive amount as receiving something is better than receiving nothing.,I want to trust the receiver and believe that they will return some of the money.,"I choose to return 4 ECU to the sender because it's a fair amount that balances self-interest and reciprocity. By returning 4 ECU, I can keep 2 ECU for myself while still showing appreciation for the sender's trust in me by returning a portion of the tripled transfer.",I would choose A because it offers the highest expected payout regardless of the other person's choice.,"Choosing X results in a higher payout in all possible combinations of choices, so it is the more advantageous option.",I just feel like it.
381,TDU,1840,NA,0,5,Yes,0,A,X,earth,I rather take the risk of getting nothing and keep the 10 ECU.,"Rather than the potential of receiving 0, I feel this is an acceptable amount.",It is the option that has the potential for the biggest reward.,This seemed like the best option to maximize the payment.,It’s the option that has the biggest potential.,It is the only option that has the potential for the biggest reward.,Just a random guess on the 5 available.,59,5,1,Yes,3,A,X,venus,"I chose to offer 5 ECU because it seems like a fair and equal split between myself and the responder. It also gives the responder a decent amount of money, which may increase the likelihood of them accepting the offer. However, I still keep half of my endowment, which is important to me as well.","I believe it's fair to receive at least 1 ECU since the proposer is receiving 9 ECU. I wouldn't want to reject the offer and receive nothing, so I would accept any offer above 0 ECU.",I choose to trust the receiver and believe they will return some of the tripled amount.,I return 3 ECU to the sender to be fair and reciprocate their trust in me. It is a win-win situation where both of us end up with a slightly higher amount of ECU than our initial endowment.,5 ECU is the highest mutual payout.,Choosing option X leads to the higher payout in 2 out of the 4 possible outcomes.,I choose Venus because it is a familiar name and I have a positive association with it.
382,TDU,1878,NA,5,4,No,0,B,X,mercury,This seems like the safest bet.,I don't want to accept any less than this.,The receiver may not return any money to me.,I don't think that sending money to the receiver would be of any financial benefit to me.,I would either get 8 or 3 ECU based on the other player’s decision – this seems like the safest bet.,This is the most logical decision for financial gain.,"Each of the 5 choices has an equal chance of matching the other person's answer, it doesn't really matter which choice I make.",30,4,1,Yes,2,A,X,saturn,"I chose to offer the responder 4 ECU because it's a fair split that gives them a decent amount while also keeping the majority of the endowment for myself. It's not too little to make them reject the offer, but it's not too much to give away either.","It is reasonable to assume that people tend to act in their own self-interest, and therefore if given the opportunity to earn even a small amount of money, they will usually take it.",I'll trust the receiver to do the right thing.,It's an equal split.,"I want to maximize my earnings and in this case, choosing A leads to higher expected earnings.",Choosing X results in a higher payout in all scenarios except for when the other person also chooses X.,"I choose randomly, doesn't matter which one."
383,TDU,1952,NA,5,5,Yes,3,A,X,mercury,"It's fair that both select 5, so both can be profitable.",Both should select 5 to be profited equally.,Transferring increases the total amount.,So both of us gets the maximum benefit.,A is the best selection for maximising profit for both.,Everyone should select X to get maximum profit.,This is just random selection. Could select any out of 5 with the same result.,52,5,1,Yes,0,A,X,venus,"I am dividing the money equally, which is a fair offer.",I would accept any offer above 0 ECU because it's better than receiving nothing.,"I trust the receiver to return some ECU, even if it's not the full amount.",I'll keep all the money.,I'd rather have 5 ECU than 3 ECU.,"Choosing option X provides the best expected outcome, regardless of the other person's choice.",I choose Venus because it's a planet that I find interesting and I think it's a good choice to make.
384,TDU,1962,NA,5,5,No,3,A,X,earth,It's an even split. It's fair and it makes sense.,Any less than 5 means that I am being short-changed.,The risk of sending the ECU and receiving the same or a greater amount back is not worth the reward.,It's an even split.,The higher reward is worth the risk.,It's worth the risk to get a higher reward.,"It's the planet that we live on, and therefore the most significant to us! That's all, really.",25,5,1,Yes,3,A,X,venus,To maximize total payout for both parties and increase likelihood of acceptance.,It's better to receive something than nothing.,"I expect the receiver to return some of the 6 ECU, so I will benefit from the transfer.",I aim to maximize my own payoff and also maintain fairness to some extent. Returning 3 ECU to the sender is a compromise between these two objectives.,I choose option A because it gives me the best expected payout regardless of what the other person chooses.,"Choosing option X results in either 8 ECU for both of us, or 1 ECU for me and 5 ECU for the other person. This is better than the 4 ECU we would both get if we both choose Y, and there's a chance we could both get 8 ECU.",I choose Venus as it seems like a good option to maximize potential earnings.
385,TDU,2033,NA,5,5,Yes,3,B,X,earth,A 50/50 split is only fair.,A 50/50 split is only fair.,I hope the other person will be reasonable and at least return the 2 ECU I gave them.,It's the fairest option.,Mathematically the best option by far.,I'm hoping the other person will see sense and pick X as the best outcome for us both.,"I feel the other person may be more inclined to choose what I have, though mars is likely to be a close second.",30,4,1,Yes,2,A,X,saturn,"I chose to offer the responder 4 ECU because it's a fair split that gives them a decent amount while also keeping the majority of the endowment for myself. It's not too little to make them reject the offer, but it's not too much to give away either.","It is reasonable to assume that people tend to act in their own self-interest, and therefore if given the opportunity to earn even a small amount of money, they will usually take it.",I'll trust the receiver to do the right thing.,It's an equal split.,"I want to maximize my earnings and in this case, choosing A leads to higher expected earnings.",Choosing X results in a higher payout in all scenarios except for when the other person also chooses X.,"I choose randomly, doesn't matter which one."
386,TDU,2044,NA,5,5,Yes,4,A,X,earth,Fair decision. I hope they won't demand more.,Fair amount. I hope they share my view.,I wanted to be nice.,So they benefit from sending me over.,I hope the other person will be fair.,"I hope the person will choose X, most generous option.",I hope they share my view (liveable planet).,55,5,1,Yes,2,A,X,venus,I'm offering half of my endowment because I believe it's a fair compromise that balances the need to be generous with the need to keep some ECU for myself. I hope the responder will see it this way and accept my offer.,"I always strive to maximize my own benefit and in this scenario, getting at least one ECU is better than getting nothing.",It seems like a good idea to transfer 2 ECU to the receiver in order to potentially increase my final payment.,Returning 2 ECU to the sender is a fair move as it balances out the total ECU each player has at the end of the game. Both the receiver and the sender end up with 5 ECU each.,I'd rather receive 5 ECU than 3 ECU.,"Choosing option X gives us the best chance of getting 8 ECU. If the other person chooses Y, we'll still get 1 ECU, which is better than getting 4 ECU if we both choose Y.",Just going with my gut feeling.
387,TDU,2047,NA,4,4,No,2,B,Y,earth,It's pretty fair.,It's pretty fair.,It's too risky.,Return what was given.,It's the fairest option in my opinion.,Seems the best option all round.,There are less outcomes available.,60,5,1,Yes,2,A,X,earth,I'm trying to maximize my own payout while still making an offer that the responder is likely to accept. Offering 5 ECU strikes a balance between those two goals.,"I want to receive at least some amount of money, even if it's just 1 ECU. Rejecting the offer would result in both of us getting 0 ECU, so accepting any positive offer is preferable to rejecting the offer.",I trust the receiver to make a fair decision.,"This is the minimum amount that can be returned, ensuring that the receiver receives the maximum amount of ECU possible.",I prefer option A as it guarantees a payout of at least 1 ECU regardless of the other person's choice.,I prefer option X because it gives me a higher payout in all scenarios.,I choose earth because it sounds like a safe and reliable option.
388,TDU,2134,NA,5,5,Yes,3,A,X,earth,I feel splitting it down the middle is fairest.,Splitting it in half is the fairest thing to do.,"I'd hope that through being generous, the other person would return my generosity.","I would make sure they get their ECU back plus a little extra, I feel that is fair.",I feel this option is safest.,"I would hope the other person is aiming to get 8, too.","We live on earth therefore I'm hoping the other person would choose that option, too.",16,5,1,Yes,0,A,X,earth,I think it's a fair offer that benefits both parties.,"I just want to receive some ECU, even if it's just a little bit.",It's a potentially profitable move.,I'm keeping all of the 6 ECU.,"I want to maximize my payout regardless of the other person's choice. If I choose A, I'm guaranteed at least 1 ECU, and I have the potential to earn 5 ECU if the other person also chooses A.",Maximizing expected payout.,"I choose the option with the highest likelihood of providing a payout. Since earth is a common choice, there is a high chance that the other person will also choose earth."
389,TDU,2135,NA,5,3,Yes,3,B,Y,earth,I'm hoping to keep half of the money.,I would like to take my chances and earn at least some money.,"Receiver will get 6, hopefully he will send something back and I will make some money.",Half because it is fair.,Better chance for more money.,Better chance to earn money.,Hoping other player would choose that option as well and get more money.,40,5,1,Yes,3,A,X,venus,"I think it's a fair offer to both parties, leaving some for me and giving some to the responder.",I would accept any positive offer as it's better than receiving nothing.,I trust the receiver to return some of the tripled amount.,"I'm following a strategy of fairness and reciprocity, which involves returning half of the amount received. By returning 3 ECU, both the sender and I end up with equal amounts of money (6 ECU each), and this outcome is considered fair by many people.","I choose option A because it results in either both parties earning 5 ECU or me earning 1 ECU, which is a safer choice compared to choosing option B, where there is a risk of earning only 3 ECU.","Choosing option X results in a higher expected payout than choosing option Y, regardless of the other player's choice.",Why not! Let's go Venus.
390,TDU,2136,NA,5,3,Yes,1,A,X,earth,"Them choosing anything higher than 5 would be stupid, choosing anything lower might be understandable.","Makes it more likely I'll get something. Hopefully, they'll see sense and go with 5, but just in case they go with something lower.",Feels like the most likely to benefit us both.,We end up with the same amount (assuming they send 2 first anyway I suppose).,"Hopefully, they'll go for the option where we both benefit well.","It would make no sense to choose anything else, any other option results in less money for both of us.",Perhaps the scenario is 'which planet do we know has intelligent'ish life on it?'.,32,5,1,Yes,2,A,X,mars,"I want to offer 5 ECU because I believe it is a fair and reasonable amount for both parties, and increases the chances of the offer being accepted.",Accepting any amount is better than receiving nothing.,I believe that the receiver may return a portion of the tripled amount and it will still result in an overall increase in my total payment.,To maximize mutual benefit and adhere to the fairness norm.,I choose option A because I would rather have a guaranteed payout of 5 ECU rather than a potential payout of 3 ECU.,8 ECU for choosing X with another X. 1 ECU for choosing X and the other Y. 5 ECU for choosing Y and the other X.,I choose Mars to maximize my expected earnings.
391,TDU,2178,NA,5,5,Yes,3,A,X,earth,I believe he will share equally.,Would be nice to share.,I want to trust him.,I want to share.,I believe I will have the right answer.,We are smart enough to share.,Other person will probably choose earth.,22,5,1,Yes,2,A,X,earth,I want to be fair and keep the possibility of a mutually beneficial outcome alive.,Getting something is better than getting nothing.,I expect a positive return.,Maximizing personal payoff.,"I choose option A because it gives a higher expected payout, regardless of the other player's choice.",I maximize my expected payout by choosing X.,I choose Earth as it seems like a safe and familiar choice.
392,TDU,2204,NA,5,5,Yes,3,A,X,mars,We both have equal amounts.,It is fair we both have equal amounts.,There is a chance they will transfer some of the extra ECU back to me so increasing my balance.,This will increase both of ours ECU balance.,We both end up with the same amount.,"If they select the same as me, we both end up with an increased balance.",Pure random selection.,64,5,1,Yes,2,A,X,mars,"I believe that offering half of my endowment to the responder is a fair and reasonable offer, and will increase the likelihood that the responder will accept it.",I'm not willing to accept any less than 1 ECU.,"It's a trust-building exercise where the receiver might return some of the ECUs, leading to a higher payout for both parties.","I want to return enough to be fair, but also keep enough to maximize my own earnings. Returning 2 ECU strikes a balance between these two goals.","The expected payout for choosing A is 4 ECU, which is higher than the expected payout for choosing B (3 ECU).",I choose X because I want to maximize my earnings regardless of the other's choice. Choosing X guarantees me at least 1 ECU and has the potential to earn me 8 ECU if the other person chooses X as well.,Just going with my gut feeling.
393,TDU,2208,NA,5,5,No,0,B,Y,mars,It's most likely that the other person will want at least half. This way my decision is likely to be accepted.,Half seems fair.,The other person has no reason to return anything to me.,I have no reason to send anything back.,I think the risk of getting 3 vs. 8 ECU is worth it over 1 vs. 5 ECU.,I'm more likely to get more ECU with Y.,It's impossible to know what they might choose so any of the five options is any good as any.,19,5,1,Yes,0,A,X,mars,"I aim to maximize my own ECU, but also need to consider the minimum acceptance level of the responder. Offering 5 ECU strikes a balance between these goals.",Getting something is better than nothing.,I stand to gain more ECU by transferring 2 ECU and potentially having the receiver return some of it.,I would keep the full amount because it was tripled before being received and there's no obligation to return any of it.,I maximize my expected payout by choosing option A.,"Choose X, best outcome when paired with either choice.",I just have a gut feeling about it.
394,TDU,2213,NA,5,5,Yes,3,A,X,earth,To keep it fair.,To be fair to each other.,Because this is the most logical answer.,Because this is the most balanced answer.,Because we both benefit.,We both earn something.,This is just a guess.,16,5,1,Yes,0,A,X,earth,I think it's a fair offer that benefits both parties.,"I just want to receive some ECU, even if it's just a little bit.",It's a potentially profitable move.,I'm keeping all of the 6 ECU.,"I want to maximize my payout regardless of the other person's choice. If I choose A, I'm guaranteed at least 1 ECU, and I have the potential to earn 5 ECU if the other person also chooses A.",Maximizing expected payout.,"I choose the option with the highest likelihood of providing a payout. Since earth is a common choice, there is a high chance that the other person will also choose earth."
395,TDU,2241,NA,5,5,Yes,3,B,X,earth,I think keeping it equal will be fairer.,"If the other person tries to lowball me, they will also get nothing.","Me showing willing to send it, may be respected and returned.",Half is fair for both.,I think we'd get more for choosing B.,"I feel, this will get us both the most amount.",I think we're most likely to choose the planet we're on.,5,5,1,Yes,3,A,X,earth,I want to keep 5 ECU and offer 5 ECU to the responder to maximize the chance of the offer being accepted and both of us receiving money.,It's better than nothing.,"I trust that the receiver will return some of the tripled amount, resulting in a higher overall payout for both of us.","To maximize both parties' payouts, a fair and equal split of the received amount is returned.",Maximize expected payout.,"I'll get 8 ECU if the other person chooses X, 1 ECU if they choose Y, so X is the better choice.","I choose the option that is most recognizable and commonly known to increase the likelihood of the other person choosing a different option, thus earning 2 ECU instead of 5."
396,TDU,2242,NA,5,5,Yes,2,A,X,earth,I would like to make it fair.,I think this is fair.,We could both potentially make money if the receiver sends back 3.,Sharing the profit is fair.,"X is the most logical answer, both get same highest amount.","X is the most logical answer, both get the same highest amount.","Often, my default answer is to pick the middle option (straight down the middle).",63,5,1,Yes,3,A,X,venus,"I'm trying to split the endowment fairly and avoid a situation where the responder rejects the offer and we both get nothing. By offering 5 ECU, I'm giving the responder half of the endowment which I believe is a fair deal.",I need to receive something in order to accept the offer.,I want to transfer 2 ECU because it can potentially result in a higher payout for both me and the receiver.,"I would return 3 ECU to the sender because it's a fair and balanced choice that benefits both parties. The sender will receive 3 ECU back, while I still get to keep 3 ECU as well.",I'll choose option A because it gives me a higher expected payout than option B regardless of the other person's choice.,I choose X because I will get more ECU in two out of the four possible combinations of choices.,I choose Venus because I think it has a nice ring to it.
397,TDU,2293,NA,5,3,Yes,3,A,X,earth,I consider this to be fair.,I do not want us to risk losing the money even if the other person does not share fairly.,Hoping they will share the tripled amount with me.,I think it is fair to share the proceeds.,This is the fair option and I hope the other person will see things the same way.,This is the option we will both gain the most from.,Hoping they too will go for the middle option.,47,5,1,Yes,2,A,X,mercury,"I am offering 5 ECU because I think it's a fair and reasonable amount for both parties, and it has a good chance of being accepted by the responder.","Sure! I'd like to receive at least 1 ECU, so that I end up with some money and don't walk away empty-handed.",I choose to trust the receiver and hope for a positive outcome.,It's a fair and equal split of the tripled amount.,I'd choose option A because I think it gives me a better chance of getting a higher payout.,"I choose X because it seems to be the safer option with a guaranteed payout of at least 1 ECU, regardless of the other person's choice.","I'm going for the most popular option, that way there's a higher chance of getting 5 ECU."
398,TDU,2295,NA,5,5,Yes,4,A,X,earth,To be fair and share equally.,I would hope they would be fair and divide equally.,"Yes, to see if they share with me.",To share the winnings.,I still want to be fair and share.,I hope they are fair and equal.,It stands out as it's where we live.,57,5,1,Yes,2,A,X,mars,"I'm offering half of my endowment because I think it's a fair compromise, and the responder is likely to accept it, resulting in both of us receiving something rather than nothing.","I would like to receive at least some amount of money, so I would accept an offer of 1 ECU or more.",It seems like a good opportunity to potentially earn more money.,I'm playing it safe and trying to maintain a balance in the relationship by returning a portion of the tripled amount. This shows that I'm grateful for the transfer and also leaves me with some extra money.,"Sure, I choose A because it gives me a better chance of earning at least 5 ECU, even if the other person chooses B.","Choosing X results in higher payouts on average, regardless of the other player's choice.",I just randomly picked one.
