question_id,block_name,question_type,source,wave_1_exists,wave_2_exists,wave_3_exists,wave_presence,wave_mapping_method,question_text_full,options_json,rows_json,csv_columns_json
QID25,Personality ,Matrix,wave1_3_persona_json,True,False,False,1,persona_block_order,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who...,[],"[""Is talkative"", ""Tends to find fault with others"", ""Does a thorough job"", ""Is depressed, blue"", ""Is original, comes up with new ideas"", ""Is reserved"", ""Is helpful and unselfish with others"", ""Can be somewhat careless"", ""Is relaxed, handles stress well"", ""Is curious about many different things"", ""Is full of energy"", ""Starts quarrels with others"", ""Is a reliable worker"", ""Can be tense"", ""Is ingenious, a deep thinker"", ""Generates a lot of enthusiasm"", ""Has a forgiving nature"", ""Tends to be disorganized"", ""Worries a lot"", ""Has an active imagination"", ""Tends to be quiet"", ""Is generally trusting"", ""Tends to be lazy"", ""Is emotionally stable, not easily upset"", ""Is inventive"", ""Has an assertive personality"", ""Can be cold and aloof"", ""Perseveres until the task is finished"", ""Can be moody"", ""Values artistic, aesthetic experiences"", ""Is sometimes shy, inhibited"", ""Is considerate and kind to almost everyone"", ""Does things efficiently"", ""Remains calm in tense situations"", ""Prefers work that is routine"", ""Is outgoing, sociable"", ""Is sometimes rude to others"", ""Makes plans and follows through with them"", ""Gets nervous easily"", ""Likes to reflect, play with ideas"", ""Has few artistic interests"", ""Likes to cooperate with others"", ""Is easily distracted"", ""Is sophisticated in art, music, or literature""]","[""QID25_1"", ""QID25_2"", ""QID25_3"", ""QID25_4"", ""QID25_5"", ""QID25_6"", ""QID25_7"", ""QID25_8"", ""QID25_9"", ""QID25_10"", ""QID25_11"", ""QID25_12"", ""QID25_13"", ""QID25_14"", ""QID25_15"", ""QID25_16"", ""QID25_17"", ""QID25_18"", ""QID25_19"", ""QID25_20"", ""QID25_21"", ""QID25_22"", ""QID25_23"", ""QID25_24"", ""QID25_25"", ""QID25_26"", ""QID25_27"", ""QID25_28"", ""QID25_29"", ""QID25_30"", ""QID25_31"", ""QID25_32"", ""QID25_33"", ""QID25_34"", ""QID25_35"", ""QID25_36"", ""QID25_37"", ""QID25_38"", ""QID25_39"", ""QID25_40"", ""QID25_41"", ""QID25_42"", ""QID25_43"", ""QID25_44""]"
QID26,Personality ,Matrix,wave1_3_persona_json,True,False,False,1,persona_block_order,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement.,[],"[""I would prefer complex to simple problems"", ""I like to have the responsibility of handling a situation that requires a lot of thinking"", ""Thinking is not my idea of fun"", ""I would rather do something that requires little thought than something that is sure to challenge my thinking abilities"", ""I try to anticipate and avoid situations where there is likely chance I will have to think in depth about something"", ""I find satisfaction in deliberating hard and for long hours"", ""I only think as hard as I have to"", ""I prefer to think about small, daily projects to long-term ones"", ""I like tasks that require little thought once I've learned them"", ""The idea of relying on thought to make my way to the top appeals to me"", ""I really enjoy a task that involves coming up with new solutions to problems"", ""Learning new ways to think doesn't excite me very much"", ""I prefer my life to be filled with puzzles that I must solve"", ""The notion of thinking abstractly appeals to me"", ""I would prefer a task that is intellectual, difficult, and important to one that is somewhat important but does not require too much thought"", ""I feel relief rather than satisfaction after completing a task that requires a lot of mental effort"", ""It's enough for me that something gets the job done; I don't care how or why it works"", ""I usually end up deliberating about issues even when they do not affect me personally""]","[""QID26_1"", ""QID26_2"", ""QID26_3"", ""QID26_4"", ""QID26_5"", ""QID26_6"", ""QID26_7"", ""QID26_8"", ""QID26_9"", ""QID26_10"", ""QID26_11"", ""QID26_12"", ""QID26_13"", ""QID26_14"", ""QID26_15"", ""QID26_16"", ""QID26_17"", ""QID26_18""]"
QID260,Personality ,DB,wave1_3_persona_json,True,False,False,1,persona_block_order,"In this section we will ask you a few questions about your personality. In order to help you pace yourself, the ""next"" button will appear only after a few seconds in each question.",[],[],[]
QID262,Personality ,DB,wave1_3_persona_json,True,False,False,1,persona_block_order,This completes this section. You will now move on to the next section.,[],[],[]
QID268,Personality ,TE,wave1_3_persona_json,False,True,False,2,persona_block_order,"In this task we would like you to write about the type of person you aspire to be vs. the person you ought to be vs. the person you actually are. 1. Please describe the type of person you aspire to be. That is, write about the traits and behaviors you would like ideally to possess, your ultimate goals for yourself. Please write at least 3 sentences.",[],[],"[""QID268_TEXT""]"
QID269,Personality ,TE,wave1_3_persona_json,False,True,False,2,persona_block_order,"2. Please describe the type of person you ought to be . That is, write about the traits and behaviors attributes that you should or ought to possess, based on your responsibilities and what other people expect from you. Please write at least 3 sentences.",[],[],"[""QID269_TEXT""]"
QID27,Personality ,Matrix,wave1_3_persona_json,False,True,False,2,persona_block_order,Listed below are a number of statements concerning personal attributes and traits. Read each item and decide whether the statement is true or false as it pertains to your personally.,[],"[""It is sometimes hard for me to go on with my work if I am not encouraged"", ""I sometimes feel resentful when I don't get my way"", ""On a few occasions, I have given up doing something because I thought too little of my ability"", ""There have been times when I felt like rebelling against people in authority even though I knew they were right"", ""No matter who I'm talking to, I'm always a good listener"", ""There have been occasions when I took advantage of someone"", ""I'm always willing to admit when I make a mistake"", ""I sometimes try to get even rather than forgive and forget"", ""I am always courteous, even to people who are disagreeable"", ""I have never been irked when people expressed ideas different from my own"", ""There have been times when I was quite jealous of the good fortune of others"", ""I am sometimes irritated by people who ask favors of me"", ""I have never deliberately said something that hurt someone's feelings""]","[""QID27_1"", ""QID27_2"", ""QID27_3"", ""QID27_4"", ""QID27_5"", ""QID27_6"", ""QID27_7"", ""QID27_8"", ""QID27_9"", ""QID27_10"", ""QID27_11"", ""QID27_12"", ""QID27_13""]"
QID270,Personality ,TE,wave1_3_persona_json,False,True,False,2,persona_block_order,"3. Please describe the type of person you actually are . That is, write about the traits and behaviors you actually possess. Please write at least 3 sentences.",[],[],"[""QID270_TEXT""]"
QID28,Personality ,Matrix,wave1_3_persona_json,False,False,True,3,persona_block_order,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which it is true or untrue.,[],"[""I prefer to work without instructions from others"", ""Rules and regulations are helpful and necessary for me"", ""For me, it is very important to carry out the obligations placed on me"", ""I generally solve problems creatively"", ""I’m not bothered about reviewing or checking things really closely"", ""I like to do things in a new way"", ""I always try to make my work as accurate and error-free as possible"", ""I like trying out lots of different things, and am often successful in doing so"", ""It is important to me that my achievements are recognized and valued by other people"", ""I often think about what other people expect of me""]","[""QID28_1"", ""QID28_2"", ""QID28_3"", ""QID28_4"", ""QID28_5"", ""QID28_6"", ""QID28_7"", ""QID28_8"", ""QID28_9"", ""QID28_10""]"
QID285,Personality ,DB,wave1_3_persona_json,False,True,False,2,persona_block_order,"In this section we will ask you a few questions about your personality. In order to help you pace yourself, the ""next"" button will appear only after a few seconds in each question.",[],[],[]
QID29,Personality ,Matrix,wave1_3_persona_json,True,False,False,1,persona_block_order,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly.",[],"[""WEALTH (financially successful, prosperous)"", ""PLEASURE (having one’s fill of life’s pleasures and enjoyments)"", ""FORGIVENESS (pardoning others’ faults, being merciful)"", ""INFLUENCE (having impact, influencing people and events)"", ""TRUST (being true to one’s word, assuming good in others)"", ""COMPETENCE (displaying mastery, being capable, effective)"", ""HUMILITY (appreciating others, being modest about oneself)"", ""ACHIEVEMENT (reaching lofty goals)"", ""ALTRUISM (helping others in need)"", ""AMBITION (high aspirations, seizing opportunities)"", ""LOYALTY (being faithful to friends, family, and group)"", ""POLITENESS (courtesy, good manners)"", ""POWER (control over others, dominance)"", ""HARMONY (good relations, balance, wholeness)"", ""EXCITEMENT (seeking adventure, risk, an exciting lifestyle)"", ""HONESTY (being genuine, sincere)"", ""COMPASSION (caring for others, displaying kindness)"", ""STATUS (high rank, wide respect)"", ""CIVILITY (being considerate and respectful toward others)"", ""AUTONOMY (independent, free of others' control)"", ""EQUALITY (human rights and equal opportunity for all)"", ""RECOGNITION (becoming notable, famous, or admired)"", ""TRADITION (showing respect for family and cultural values)"", ""SUPERIORITY (defeating the competition, standing on top)""]","[""QID29_1"", ""QID29_2"", ""QID29_3"", ""QID29_4"", ""QID29_5"", ""QID29_6"", ""QID29_7"", ""QID29_8"", ""QID29_9"", ""QID29_10"", ""QID29_11"", ""QID29_12"", ""QID29_13"", ""QID29_14"", ""QID29_15"", ""QID29_16"", ""QID29_17"", ""QID29_18"", ""QID29_19"", ""QID29_20"", ""QID29_21"", ""QID29_22"", ""QID29_23"", ""QID29_24""]"
QID30,Personality ,Matrix,wave1_3_persona_json,False,True,False,2,persona_block_order,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately describes you.,[],"[""Organized"", ""Efficient"", ""Systematic"", ""Practical"", ""Disorganized"", ""Sloppy"", ""Inefficient"", ""Careless""]","[""QID30_1"", ""QID30_2"", ""QID30_3"", ""QID30_4"", ""QID30_5"", ""QID30_6"", ""QID30_7"", ""QID30_8""]"
QID31,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,Which of the following best describes your spending habits?,"[""Tightwad (difficulty spending money) 1"", ""2"", ""3"", ""4"", ""5"", ""About the same or neither 6"", ""7"", ""8"", ""9"", ""10"", ""Spendthrift (difficulty controlling spending) 11""]",[],"[""QID31""]"
QID32,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,"Some people have trouble limiting their spending: they often spend money - for example on clothes, meals, vacations - when they would do better not to. How well does the first description fit you? That is, do you have trouble limiting your spending?","[""Never"", ""Rarely"", ""Sometimes"", ""Often"", ""Always""]",[],"[""QID32""]"
QID33,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,"Other people have trouble spending money. Perhaps because spending money makes them anxious, they often don't spend money on things they should spend it on. How well does the second description fit you? That is, do you have trouble spending money?","[""Never"", ""Rarely"", ""Sometimes"", ""Often"", ""Always""]",[],"[""QID33""]"
QID34,Personality ,MC,wave1_3_persona_json,False,False,True,3,persona_block_order,"Following is a scenario describing the behavior of two shoppers. After reading about each shopper, please answer the question that follows. Mr. A is accompanying a good friend who is on a shopping spree at a local mall. When they enter a large department store, Mr. A sees that the store has a ""one-day-only-sale"" where everything is priced 10-60% off. He realizes that he doesn't need anything, yet can't resist and ends up spending almost $100 on stuff. Mr. B is accompanying a good friend who is on a shopping spree at a local mall. When they enter a large department store, Mr. B sees that the store has a ""one-day-only-sale"" where everything is priced 10-60% off. He figures that he can get great deals on many items that he needs, yet the thought of spending the money keeps him from buying the stuff. In terms of your own behavior, who are you more similar to, Mr. A or Mr. B?","[""Mr. A 1"", ""2"", ""About the same or neither 3"", ""4"", ""Mr. B 5""]",[],"[""QID34""]"
QID35,Personality ,Matrix,wave1_3_persona_json,True,False,False,1,persona_block_order,Please indicate your agreement with each of the following statements about yourself.,[],"[""I avoid accumulating lots of stuff"", ""I restrict the number of things I own"", ""“Less is more” when it comes to owning things"", ""I actively avoid acquiring excess possessions"", ""I am drawn to visually sparse environments"", ""I prefer simplicity in design"", ""I keep the aesthetic in my home very sparse"", ""I prefer leaving spaces visually empty over filling them"", ""I am mindful of what I own"", ""The selection of things I own has been carefully curated"", ""It is important to me to be thoughtful about what I choose to own"", ""My belongings are mindfully selected""]","[""QID35_1"", ""QID35_2"", ""QID35_3"", ""QID35_4"", ""QID35_5"", ""QID35_6"", ""QID35_7"", ""QID35_8"", ""QID35_9"", ""QID35_10"", ""QID35_11"", ""QID35_12""]"
QID198,Probability matching vs. maximizing - Problem 1,Matrix,wave4_Q_wave1_3_A,False,False,True,3,questionnaire_text_match,"Consider the following hypothetical situation: A deck with 10 cards is randomly shuffled 10 separate times. The 10 cards are composed of 7 cards with the number “1” on the down side and 3 cards with the number “2” on the down side. Each time the 10 cards are reshuffled, your task is to predict the number on the down side of the top card. Imagine that you will receive $100 for each downside number you correctly predict, and that you want to earn as much money as possible. What would you predict after ...",[],"[""shuffle #1"", ""shuffle #2"", ""shuffle #3"", ""shuffle #4"", ""shuffle #5"", ""shuffle #6"", ""shuffle #7"", ""shuffle #8"", ""shuffle #9"", ""shuffle #10""]","[""QID198_1"", ""QID198_2"", ""QID198_3"", ""QID198_4"", ""QID198_5"", ""QID198_6"", ""QID198_7"", ""QID198_8"", ""QID198_9"", ""QID198_10""]"
QID203,Probability matching vs. maximizing - Problem 2,Matrix,wave4_Q_wave1_3_A,False,False,True,3,questionnaire_text_match,Consider the following situation: A die with 4 red faces and 2 green faces will be rolled 6 times. Before each roll you will be asked to predict which color (red or green) will show up once the die is rolled. Which color is most likely to show up after ...,[],"[""roll #1"", ""roll #2"", ""roll #3"", ""roll #4"", ""roll #5"", ""roll #6""]","[""QID203_1"", ""QID203_2"", ""QID203_3"", ""QID203_4"", ""QID203_5"", ""QID203_6""]"
QID8,Product Preferences - Pricing,DB,wave4_Q_wave1_3_A,False,False,True,3,questionnaire_text_match,"You will now be asked a series of 40 questions. In each question, you will given information about a product that you may or may not decide to purchase in a store. There is no right or wrong answer. Please answer truthfully according to your preferences.",[],[],[]
QID9_1,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Dairy Products. Suppose you are in a grocery store, and you see the following product in that category: Land O Lakes Salted Stick Butter, 16 oz, 4 Sticks. The product is priced at: $7.39. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_1""]"
QID9_10,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Lunchmeat - Sliced - Refrigerated. Suppose you are in a grocery store, and you see the following product in that category: Oscar Mayer Chopped Ham & Water product Deli Lunch Meat, 16 Oz Package. The product is priced at: $0.87. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_10""]"
QID9_11,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Refrigerated Entrees. Suppose you are in a grocery store, and you see the following product in that category: John Soules Foods Chicken Breast Fajita Strips, Refrigerated, 16oz, 18g Protein per 3oz Serving Size. The product is priced at: $7.18. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_11""]"
QID9_12,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Beer. Suppose you are in a grocery store, and you see the following product in that category: Stella Artois Lager, 12 Pack, 11.2 fl oz Glass Bottles, 5% ABV, Domestic Beer. The product is priced at: $15.73. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_12""]"
QID9_13,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Cereal - Ready to Eat. Suppose you are in a grocery store, and you see the following product in that category: Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Family Size, 18.8 oz. The product is priced at: $9.86. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_13""]"
QID9_14,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Cleaning Supplies. Suppose you are in a grocery store, and you see the following product in that category: ARM & HAMMER Pure Baking Soda, For Baking, Cleaning & Deodorizing, 1 lb Box. The product is priced at: $1.85. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_14""]"
QID9_15,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Frozen Novelties. Suppose you are in a grocery store, and you see the following product in that category: Pop-Ice Assorted Fruit Freezer Ice Pops, Gluten-Free Snack, 1.5 oz, 80 Count Fruit Pops. The product is priced at: $7.40. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_15""]"
QID9_16,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Soft Drinks - Carbonated. Suppose you are in a grocery store, and you see the following product in that category: Coca-Cola Soda Pop, 12 fl oz, 12 Pack Cans. The product is priced at: $11.56. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_16""]"
QID9_17,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Toilet Tissue. Suppose you are in a grocery store, and you see the following product in that category: Angel Soft Toilet Paper, 9 Mega Rolls, Soft and Strong Toilet Tissue. The product is priced at: $0.00. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_17""]"
QID9_18,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Baby Milk and Milk Flavoring. Suppose you are in a grocery store, and you see the following product in that category: Horizon Organic Shelf-Stable Whole Milk Boxes, 8 oz., 12 Pack. The product is priced at: $19.57. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_18""]"
QID9_19,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Ground and Whole Bean Coffee. Suppose you are in a grocery store, and you see the following product in that category: Folgers Classic Roast Ground Coffee, Medium Roast, 40.3-Ounce Canister. The product is priced at: $15.89. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_19""]"
QID9_2,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Pain Remedies - Headache. Suppose you are in a grocery store, and you see the following product in that category: Tylenol Extra Strength Caplets with 500 mg Acetaminophen, 100 Ct. The product is priced at: $2.19. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_2""]"
QID9_20,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Frozen Foods. Suppose you are in a grocery store, and you see the following product in that category: Great Value All Natural Chicken Wing Sections, 4 lb (Frozen). The product is priced at: $5.19. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_20""]"
QID9_21,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Yogurt - Refrigerated. Suppose you are in a grocery store, and you see the following product in that category: Chobani Non-Fat Greek Yogurt, Vanilla Blended 32 oz, Plastic. The product is priced at: $0.00. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_21""]"
QID9_22,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Dairy - Milk - Refrigerated. Suppose you are in a grocery store, and you see the following product in that category: Great Value Milk Whole Vitamin D Gallon. The product is priced at: $5.49. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_22""]"
QID9_23,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Soft Drinks - Low Calorie. Suppose you are in a grocery store, and you see the following product in that category: Coca-Cola Zero Sugar Soda Pop, 16.9 fl oz, 6 Pack Cans. The product is priced at: $9.32. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_23""]"
QID9_24,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Paper Towels. Suppose you are in a grocery store, and you see the following product in that category: Bounty Select-a-Size Paper Towels, 12 Double Rolls, White. The product is priced at: $8.87. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_24""]"
QID9_25,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Candy - Non-Chocolate. Suppose you are in a grocery store, and you see the following product in that category: HARIBO Goldbears Original Gummy Bears, 28.8oz Stand Up Bag. The product is priced at: $12.96. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_25""]"
QID9_26,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Bakery - Fresh Cakes. Suppose you are in a grocery store, and you see the following product in that category: Little Debbie Zebra Cakes, 13 oz. The product is priced at: $5.36. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_26""]"
QID9_27,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Fruit Drinks. Suppose you are in a grocery store, and you see the following product in that category: Kool Aid Jammers Variety Pack with Tropical Punch, Grape & Cherry Kids Drink 0% Juice Box Pouches, 30 Ct Box, 6 fl oz Pouches. The product is priced at: $8.72. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_27""]"
QID9_28,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Snacks - Tortilla Chips. Suppose you are in a grocery store, and you see the following product in that category: Doritos Nacho Cheese Tortilla Snack Chips, Party Size, 14.5 oz Bag. The product is priced at: $11.88. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_28""]"
QID9_29,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Refrigerated Bacon. Suppose you are in a grocery store, and you see the following product in that category: Oscar Mayer Fully Cooked Original Bacon, 2.52 oz Box. The product is priced at: $4.27. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_29""]"
QID9_3,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Cat Food - Wet Type. Suppose you are in a grocery store, and you see the following product in that category: Purina Fancy Feast Chicken Feast Classic Grain Free Wet Cat Food Pate - 3 oz. Can. The product is priced at: $1.58. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_3""]"
QID9_30,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Soup. Suppose you are in a grocery store, and you see the following product in that category: Maruchan Ramen Noodle Chicken Flavor Soup, 3 Oz, 12 Count Shelf Stable Package. The product is priced at: $17.95. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_30""]"
QID9_31,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Light Beer (Low Calorie/Alcohol). Suppose you are in a grocery store, and you see the following product in that category: Bud Light Beer, 24 Pack, 12 fl oz Aluminum Cans, 4.2% ABV, Domestic Lager. The product is priced at: $16.78. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_31""]"
QID9_32,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Candy - Chocolate. Suppose you are in a grocery store, and you see the following product in that category: Hershey's Milk Chocolate Candy, Bars 1.55 oz, 6 Count. The product is priced at: $11.66. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_32""]"
QID9_33,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Batteries. Suppose you are in a grocery store, and you see the following product in that category: Duracell Coppertop AA Battery, Long Lasting Double A Batteries, 16 Pack. The product is priced at: $25.55. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_33""]"
QID9_34,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Fresh Eggs. Suppose you are in a grocery store, and you see the following product in that category: Eggland's Best Classic Extra Large White Eggs, 12 count. The product is priced at: $3.82. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_34""]"
QID9_35,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Fruit Juice. Suppose you are in a grocery store, and you see the following product in that category: Capri Sun Variety Pack with Fruit Punch, Strawberry Kiwi & Pacific Cooler Juice Box Pouches, 30 ct Box, 6 fl oz Pouches. The product is priced at: $11.32. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_35""]"
QID9_36,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Cold Remedies - Adult. Suppose you are in a grocery store, and you see the following product in that category: Equate Value Size Honey Lemon Cough Drops with Menthol, 160 Count. The product is priced at: $7.49. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_36""]"
QID9_37,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Cookies. Suppose you are in a grocery store, and you see the following product in that category: Little Debbie Oatmeal Creme Pies, 12 ct, 16.2 oz. The product is priced at: $3.75. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_37""]"
QID9_38,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Frankfurters - Refrigerated. Suppose you are in a grocery store, and you see the following product in that category: Oscar Mayer Classic Uncured Beef Franks Hot Dogs, 10 ct Pack. The product is priced at: $5.52. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_38""]"
QID9_39,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Ice Cream. Suppose you are in a grocery store, and you see the following product in that category: Haagen Dazs Coffee Ice Cream, Gluten Free, Kosher, 14.0 oz. The product is priced at: $3.34. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_39""]"
QID9_4,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Frozen Italian Entrees. Suppose you are in a grocery store, and you see the following product in that category: Smart Ones Three Cheese Ziti Marinara Frozen Meal, 9 Oz Box. The product is priced at: $2.26. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_4""]"
QID9_40,Product Preferences - Pricing,MC,wave4_Q_wave1_3_A,False,False,False,,questionnaire_text_match,"Please consider the following product category: Detergents - Heavy Duty - Liquid. Suppose you are in a grocery store, and you see the following product in that category: Purex Liquid Laundry Detergent Plus OXI, Stain Defense Technology, 128 Fluid Ounces, 85 Wash Loads. The product is priced at: $5.98. Would you or would you not purchase this product?","[""Yes, I would purchase the product"", ""No, I would not purchase the product""]",[],"[""QID9_40""]"
