sample_index,scenario_index,sample_within_scenario,custom_id,source_custom_id,response_id,extended_session_id,user_id,scenario_order,scenario_hash,global_count,left_action,right_action,option_a_screen_side,option_b_screen_side,option_a_action,option_b_action,gold_choice,gold_action,user_country3,user_country3_raw_full_file,review_age,review_education,review_gender,review_income,review_political,review_religious,scenario_type,scenario_type_strict,attribute_level,pedped,input_char_count,estimated_input_tokens_4_chars_per_token,estimated_input_tokens_3_5_chars_per_token,prompt,source_run_name,prompt_version,temperature_included
352,71,2,mm_individual_demo_071_02_ab,mm_individual_demo_071_02,72fG8qBTA36pK9Hhr,1113689140_2006715187998060.0,2006715187998060,3,a3d54dd408bcbde97398ad443aee2d6d,10789,swerve,stay,left,right,swerve,stay,B,stay,IDN,IDN,40,graduate,male,above100000,0.5,0.09,Age,Age,Young,0,801,201,229,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 40
Gender: Male
Education: Graduate degree
Annual income: Over $100,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.09 on a not religious (0) to very religious (1) scale
Country: IDN

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman.
(B) Continue ahead into a concrete barrier. The following passengers die: 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
353,71,3,mm_individual_demo_071_03_ab,mm_individual_demo_071_03,phePEZMF6naGKgcAs,-1710970893_4009745834653548.0,4009745834653550,3,a3d54dd408bcbde97398ad443aee2d6d,10789,swerve,stay,left,right,swerve,stay,A,swerve,KOR,KOR,33,bachelor,male,25000,0.79,0.76,Age,Age,Young,0,803,201,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 33
Gender: Male
Education: Bachelor degree
Annual income: $25,001-$35,000
Political views: 0.79 on a conservative (0) to progressive (1) scale
Religiosity: 0.76 on a not religious (0) to very religious (1) scale
Country: KOR

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman.
(B) Continue ahead into a concrete barrier. The following passengers die: 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
354,71,4,mm_individual_demo_071_04_ab,mm_individual_demo_071_04,rt88tf4i7PBoZcyNM,-263518363_3004111390413382.0,3004111390413380,8,a3d54dd408bcbde97398ad443aee2d6d,10789,swerve,stay,left,right,swerve,stay,A,swerve,MYS,MYS,22,bachelor,male,under5000,0.55,0.5,Age,Age,Young,0,800,200,229,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 22
Gender: Male
Education: Bachelor degree
Annual income: Under $5,000
Political views: 0.55 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: MYS

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman.
(B) Continue ahead into a concrete barrier. The following passengers die: 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
355,71,5,mm_individual_demo_071_05_ab,mm_individual_demo_071_05,tjJt8x5HPQeR2NDW9,-1801696585_9842397212576894.0,9842397212576890,13,a3d54dd408bcbde97398ad443aee2d6d,10789,stay,swerve,left,right,stay,swerve,B,swerve,ITA,ITA,26,bachelor,male,25000,1,0,Age,Age,Young,0,803,201,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 26
Gender: Male
Education: Bachelor degree
Annual income: $25,001-$35,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: ITA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead into a concrete barrier. The following passengers die: 1 woman.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
356,72,1,mm_individual_demo_072_01_ab,mm_individual_demo_072_01,38kqn2X2JcKrWLivs,-1912794344_8444689692256743.0,8444689692256740,9,0d7d635efcf87f111b3aedc7ae87090d,10774,stay,swerve,left,right,stay,swerve,B,swerve,POL,POL,28,graduate,male,15000,0.4,0,Random,Fitness,Rand,1,848,212,243,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 28
Gender: Male
Education: Graduate degree
Annual income: $15,001-$25,000
Political views: 0.40 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: POL

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male athlete crossing on a green light.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man crossing on a red light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
357,72,2,mm_individual_demo_072_02_ab,mm_individual_demo_072_02,6BFiNRv3X9hEA3aKm,22485184_2529924764274055.0,2529924764274060,8,0d7d635efcf87f111b3aedc7ae87090d,10774,stay,swerve,left,right,stay,swerve,A,stay,CHE,CHE,18,high,male,under5000,1,0,Random,Fitness,Rand,1,849,213,243,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 18
Gender: Male
Education: High school diploma
Annual income: Under $5,000
Political views: 1.00 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: CHE

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male athlete crossing on a green light.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man crossing on a red light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
358,72,3,mm_individual_demo_072_03_ab,mm_individual_demo_072_03,FA2FYBYQszLwcbuN6,-748524753_8098498006893822.0,8098498006893820,4,0d7d635efcf87f111b3aedc7ae87090d,10774,swerve,stay,left,right,swerve,stay,B,stay,JPN,JPN,48,graduate,male,25000,0.5,0.73,Random,Fitness,Rand,1,848,212,243,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 48
Gender: Male
Education: Graduate degree
Annual income: $25,001-$35,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.73 on a not religious (0) to very religious (1) scale
Country: JPN

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 man crossing on a red light.
(B) Continue ahead through the crossing. The following pedestrians die: 1 male athlete crossing on a green light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
359,72,4,mm_individual_demo_072_04_ab,mm_individual_demo_072_04,sCsrmdd6jnu2wo6e9,-589608960_5636178812285999.0,5636178812286000,5,0d7d635efcf87f111b3aedc7ae87090d,10774,swerve,stay,left,right,swerve,stay,B,stay,RUS,RUS,19,bachelor,male,10000,0.76,0,Random,Fitness,Rand,1,848,212,243,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 19
Gender: Male
Education: Bachelor degree
Annual income: $10,001-$15,000
Political views: 0.76 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: RUS

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 man crossing on a red light.
(B) Continue ahead through the crossing. The following pedestrians die: 1 male athlete crossing on a green light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
360,72,5,mm_individual_demo_072_05_ab,mm_individual_demo_072_05,ybowYu2xE3srzpCqk,1617361377_6988548190924294.0,6988548190924300,13,0d7d635efcf87f111b3aedc7ae87090d,10774,stay,swerve,left,right,stay,swerve,A,stay,DEU,DEU,32,graduate,male,50000,0.76,0,Random,Fitness,Rand,1,848,212,243,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 32
Gender: Male
Education: Graduate degree
Annual income: $50,001-$80,000
Political views: 0.76 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: DEU

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 male athlete crossing on a green light.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 man crossing on a red light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
361,73,1,mm_individual_demo_073_01_ab,mm_individual_demo_073_01,5d6gz2R5mKm78crAe,-728576027_2232613041270841.0,2232613041270840,9,47ff10003e1cf5ae5bc5187cf16a53bb,10769,stay,swerve,left,right,stay,swerve,B,swerve,FRA,FRA,26,college,female,15000,0.5,0,Age,Age,Young,1,850,213,243,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 26
Gender: Female
Education: Attended college
Annual income: $15,001-$25,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: FRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 man crossing on a green light.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly man crossing on a red light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
362,73,2,mm_individual_demo_073_02_ab,mm_individual_demo_073_02,Aesav5J6ZjD8pFRfu,-1262297253_4816618824689560.0,4816618824689560,7,47ff10003e1cf5ae5bc5187cf16a53bb,10769,swerve,stay,left,right,swerve,stay,B,stay,USA,USA,23,college,male,under5000,0.47,0,Age,Age,Young,1,845,212,242,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 23
Gender: Male
Education: Attended college
Annual income: Under $5,000
Political views: 0.47 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly man crossing on a red light.
(B) Continue ahead through the crossing. The following pedestrians die: 1 man crossing on a green light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
363,73,3,mm_individual_demo_073_03_ab,mm_individual_demo_073_03,Ya24RWMcYE3LEmRLu,-1096371033_1459314749444091.0,1459314749444090,9,47ff10003e1cf5ae5bc5187cf16a53bb,10769,stay,swerve,left,right,stay,swerve,B,swerve,KOR,KOR,27,bachelor,male,50000,0.71,0.74,Age,Age,Young,1,847,212,242,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 27
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 0.71 on a conservative (0) to progressive (1) scale
Religiosity: 0.74 on a not religious (0) to very religious (1) scale
Country: KOR

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 man crossing on a green light.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly man crossing on a red light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
364,73,4,mm_individual_demo_073_04_ab,mm_individual_demo_073_04,d7nSJ45YodYgxonJW,991500112_7889875619652824.0,7889875619652830,7,47ff10003e1cf5ae5bc5187cf16a53bb,10769,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,37,graduate,male,above100000,0.8,0.5,Age,Age,Young,1,845,212,242,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 37
Gender: Male
Education: Graduate degree
Annual income: Over $100,000
Political views: 0.80 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 man crossing on a green light.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly man crossing on a red light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
365,73,5,mm_individual_demo_073_05_ab,mm_individual_demo_073_05,pj4SRvcfxm9eydZiK,-184762078_9816715619526804.0,9816715619526810,5,47ff10003e1cf5ae5bc5187cf16a53bb,10769,swerve,stay,left,right,swerve,stay,A,swerve,DEU,DEU,21,bachelor,female,under5000,0.72,0.84,Age,Age,Young,1,846,212,242,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 21
Gender: Female
Education: Bachelor degree
Annual income: Under $5,000
Political views: 0.72 on a conservative (0) to progressive (1) scale
Religiosity: 0.84 on a not religious (0) to very religious (1) scale
Country: DEU

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly man crossing on a red light.
(B) Continue ahead through the crossing. The following pedestrians die: 1 man crossing on a green light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
366,74,1,mm_individual_demo_074_01_ab,mm_individual_demo_074_01,34ffkYxWSZ2MYgtSf,-1915428125_5392949147734036.0,5392949147734040,10,d770fde4f23ba47b8f738a410622b44e,10748,swerve,stay,left,right,swerve,stay,A,swerve,IDN,IDN,30,graduate,male,5000,0.81,0.5,Age,Age,Young,1,850,213,243,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 30
Gender: Male
Education: Graduate degree
Annual income: $5,000-$10,000
Political views: 0.81 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: IDN

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman crossing on a red light.
(B) Continue ahead through the crossing. The following pedestrians die: 1 woman crossing on a green light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
367,74,2,mm_individual_demo_074_02_ab,mm_individual_demo_074_02,3DrMvXWZif7Nj3efx,-1119825675_1735989889909526.0,1735989889909530,2,d770fde4f23ba47b8f738a410622b44e,10748,swerve,stay,left,right,swerve,stay,A,swerve,RUS,RUS,20,college,female,under5000,0.92,0,Age,Age,Young,1,851,213,244,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 20
Gender: Female
Education: Attended college
Annual income: Under $5,000
Political views: 0.92 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: RUS

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman crossing on a red light.
(B) Continue ahead through the crossing. The following pedestrians die: 1 woman crossing on a green light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
368,74,3,mm_individual_demo_074_03_ab,mm_individual_demo_074_03,4BrpBiWMFjBFnpNyR,-1152607178_7602616443880412.0,7602616443880410,13,d770fde4f23ba47b8f738a410622b44e,10748,swerve,stay,left,right,swerve,stay,A,swerve,FRA,FRA,30,high,male,under5000,0.5,0,Age,Age,Young,1,852,213,244,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 30
Gender: Male
Education: High school diploma
Annual income: Under $5,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: FRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman crossing on a red light.
(B) Continue ahead through the crossing. The following pedestrians die: 1 woman crossing on a green light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
369,74,4,mm_individual_demo_074_04_ab,mm_individual_demo_074_04,7LxbWvHwD3wxzsCFJ,1831901458_6912822328925250.0,6912822328925250,1,d770fde4f23ba47b8f738a410622b44e,10748,stay,swerve,left,right,stay,swerve,B,swerve,FRA,FRA,44,graduate,male,35000,0.5,0.75,Age,Age,Young,1,851,213,244,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 44
Gender: Male
Education: Graduate degree
Annual income: $35,001-$50,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.75 on a not religious (0) to very religious (1) scale
Country: FRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 woman crossing on a green light.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman crossing on a red light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
370,74,5,mm_individual_demo_074_05_ab,mm_individual_demo_074_05,sJCzxGvC6umzfFkQb,-1337094628_2753827744570860.0,2753827744570860,9,d770fde4f23ba47b8f738a410622b44e,10748,swerve,stay,left,right,swerve,stay,A,swerve,USA,USA,21,bachelor,male,above100000,0.67,0,Age,Age,Young,1,849,213,243,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 21
Gender: Male
Education: Bachelor degree
Annual income: Over $100,000
Political views: 0.67 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 elderly woman crossing on a red light.
(B) Continue ahead through the crossing. The following pedestrians die: 1 woman crossing on a green light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
371,75,1,mm_individual_demo_075_01_ab,mm_individual_demo_075_01,4Qphe2kKgYQHzWEL6,-1482518050_6458605902735144.0,6458605902735150,13,da0f242ac407177b23c2f03477707383,10722,stay,swerve,left,right,stay,swerve,A,stay,RUS,RUS,48,vocational,male,10000,0.5,0,Random,Fitness,Rand,0,808,202,231,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 48
Gender: Male
Education: Vocational training
Annual income: $10,001-$15,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: RUS

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead into a concrete barrier. The following passengers die: 1 female athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
372,75,2,mm_individual_demo_075_02_ab,mm_individual_demo_075_02,E7WmRd4ktsWQ6yD75,1742688609_9559073642233044.0,9559073642233050,13,da0f242ac407177b23c2f03477707383,10722,swerve,stay,left,right,swerve,stay,B,stay,SWE,SWE,18,underHigh,female,under5000,0.5,0,Random,Fitness,Rand,0,819,205,234,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 18
Gender: Female
Education: Less than a high school diploma
Annual income: Under $5,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: SWE

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 woman.
(B) Continue ahead into a concrete barrier. The following passengers die: 1 female athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
373,75,3,mm_individual_demo_075_03_ab,mm_individual_demo_075_03,EDBxyYanYPYerPuAE,1965846124_4433500874597831.0,4433500874597830,9,da0f242ac407177b23c2f03477707383,10722,swerve,stay,left,right,swerve,stay,B,stay,DEU,DEU,24,bachelor,male,5000,0.69,0.39,Random,Fitness,Rand,0,803,201,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 24
Gender: Male
Education: Bachelor degree
Annual income: $5,000-$10,000
Political views: 0.69 on a conservative (0) to progressive (1) scale
Religiosity: 0.39 on a not religious (0) to very religious (1) scale
Country: DEU

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 woman.
(B) Continue ahead into a concrete barrier. The following passengers die: 1 female athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
374,75,4,mm_individual_demo_075_04_ab,mm_individual_demo_075_04,EXqE6chTAMHbvHogD,-1935496356_9025785550634570.0,9025785550634570,1,da0f242ac407177b23c2f03477707383,10722,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,33,graduate,male,50000,0.78,0.69,Random,Fitness,Rand,0,804,201,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 33
Gender: Male
Education: Graduate degree
Annual income: $50,001-$80,000
Political views: 0.78 on a conservative (0) to progressive (1) scale
Religiosity: 0.69 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead into a concrete barrier. The following passengers die: 1 female athlete.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 woman.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
375,75,5,mm_individual_demo_075_05_ab,mm_individual_demo_075_05,YQN6TdL5Y2fSWkJYt,112498569_7028764421069598.0,7028764421069600,2,da0f242ac407177b23c2f03477707383,10722,swerve,stay,left,right,swerve,stay,A,swerve,USA,USA,22,bachelor,male,50000,0.64,0.17,Random,Fitness,Rand,0,804,201,230,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 22
Gender: Male
Education: Bachelor degree
Annual income: $50,001-$80,000
Political views: 0.64 on a conservative (0) to progressive (1) scale
Religiosity: 0.17 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 woman.
(B) Continue ahead into a concrete barrier. The following passengers die: 1 female athlete.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
376,76,1,mm_individual_demo_076_01_ab,mm_individual_demo_076_01,8kg4yNovhmmJmAgWw,1447867438_1049660795833915.0,1049660795833920,7,6dfd2a42768065eb9eca222c2ec78fb5,10712,swerve,stay,left,right,swerve,stay,A,swerve,BRA,BRA,28,graduate,male,above100000,0.5,0.5,Fitness,Fitness,Fat,1,846,212,242,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 28
Gender: Male
Education: Graduate degree
Annual income: Over $100,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: BRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 male athlete crossing on a red light.
(B) Continue ahead through the crossing. The following pedestrians die: 1 man crossing on a green light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
377,76,2,mm_individual_demo_076_02_ab,mm_individual_demo_076_02,DRA6zCnuXT4dKeJFx,-608475290_8720349793853488.0,8720349793853490,11,6dfd2a42768065eb9eca222c2ec78fb5,10712,swerve,stay,left,right,swerve,stay,A,swerve,BRA,BRA,22,underHigh,female,under5000,0.5,0.5,Fitness,Fitness,Fat,1,863,216,247,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 22
Gender: Female
Education: Less than a high school diploma
Annual income: Under $5,000
Political views: 0.50 on a conservative (0) to progressive (1) scale
Religiosity: 0.50 on a not religious (0) to very religious (1) scale
Country: BRA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Swerve through the other-lane crossing. The following pedestrians die: 1 male athlete crossing on a red light.
(B) Continue ahead through the crossing. The following pedestrians die: 1 man crossing on a green light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
378,76,3,mm_individual_demo_076_03_ab,mm_individual_demo_076_03,EqYF6xpakyjxpXnuf,2036248601_7383257295005023.0,7383257295005020,3,6dfd2a42768065eb9eca222c2ec78fb5,10712,stay,swerve,left,right,stay,swerve,A,stay,USA,USA,26,graduate,female,35000,0.67,0,Fitness,Fitness,Fat,1,850,213,243,"A participant with the following profile answered a Moral Machine dilemma.

Participant profile:
Age: 26
Gender: Female
Education: Graduate degree
Annual income: $35,001-$50,000
Political views: 0.67 on a conservative (0) to progressive (1) scale
Religiosity: 0.00 on a not religious (0) to very religious (1) scale
Country: USA

A self-driving car's brakes suddenly fail, and you must choose one to either stay on course or swerve.

(A) Continue ahead through the crossing. The following pedestrians die: 1 man crossing on a green light.
(B) Swerve through the other-lane crossing. The following pedestrians die: 1 male athlete crossing on a red light.

Which option did this participant choose?
Answer with A or B only.
Answer:",mm_individual_demographic_complete_5_per_scenario_n_gt_10000_actual_order_seed0_gpt_5_mini,individual_demographic_ab_no_logprobs_v1,False
